,Compound_Score,Date,Followers,Negative_Score,Neutral_Score,Positive_Score,Screen_Name,Tweet_Text
123,0.5994,Sat Feb 03 02:25:01 +0000 2018,6382266,0.0,0.822,0.178,CBS News,"Even by Minnesota standards, Super Bowl Sunday will be shivering; the predicted kickoff temperature is just nine de… https://t.co/dcaGcWPrvb"
124,-0.7351,Sat Feb 03 02:05:01 +0000 2018,6382266,0.256,0.744,0.0,CBS News,"For the first time, an anguished father heard exactly how Larry Nassar sexually assaulted his daughters when they w… https://t.co/hOTnhqaRxj"
125,0.0,Sat Feb 03 01:45:02 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"What are some of the factors behind the Dow plunge?
https://t.co/K4YL4h4S9u https://t.co/sWUEKQCA7i"
126,-0.891,Sat Feb 03 01:25:01 +0000 2018,6382266,0.414,0.586,0.0,CBS News,Woman who was forced to marry her rapist as an 11-year-old child fights to change Florida law… https://t.co/7PkHZsBACA
127,-0.7564,Sat Feb 03 01:05:01 +0000 2018,6382266,0.236,0.764,0.0,CBS News,"At least 16 more children died of the flu over the past week and more states are reporting high levels of illness,… https://t.co/1oQNulGpb3"
128,0.4939,Sat Feb 03 00:45:26 +0000 2018,6382266,0.0,0.842,0.158,CBS News,"In one of the largest personal collections of anything in America, an 87-year-old's fascination with antique washin… https://t.co/SR08YPIytT"
129,0.0,Sat Feb 03 00:25:01 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"Coordinator of women's national team for USA Gymnastics steps down, the latest departure to rock the embattled orga… https://t.co/xqax6ce5XQ"
130,0.0,Sat Feb 03 00:05:01 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"Release of once-classified memo is ""unprecedented"" and could have far-reaching effects in foreign policy, former CI… https://t.co/Jo5HcFEYcG"
131,0.891,Fri Feb 02 23:52:56 +0000 2018,6382266,0.0,0.58,0.42,CBS News,"Organizers of this year's Super Bowl are hoping a million fans embrace the cold, what they call ""the Bold North,""… https://t.co/vSjfregBtH"
132,0.0,Fri Feb 02 23:50:26 +0000 2018,6382266,0.0,1.0,0.0,CBS News,".@BojorquezCBS: ""[Sherry Johnson] says a judge signed off on the marriage between her and the 20-year-old church de… https://t.co/6YIO6Or8Nn"
133,-0.8271,Fri Feb 02 23:48:00 +0000 2018,6382266,0.314,0.686,0.0,CBS News,"According to the CDC, this flu season continues to rival the worst in recent years -- with some shortages of antivi… https://t.co/eHDdNlWVGs"
134,-0.5106,Fri Feb 02 23:46:26 +0000 2018,6382266,0.148,0.852,0.0,CBS News,"Randall Margraves, a father of three daughters abused by Larry Nassar, speaks to CBS News after lunging at the disg… https://t.co/ZZpdoGc2Wy"
135,0.0,Fri Feb 02 23:40:07 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"Rep. Adam Schiff (D-CA) on memo: ""This wasn't about oversight. This was about telling a political story that's help… https://t.co/JggqW7nPOX"
136,0.0,Fri Feb 02 23:37:00 +0000 2018,6382266,0.0,1.0,0.0,CBS News,RT @CBSEveningNews: What caused the market to plummet this week? @Jillonmoney explains #CBSEveningNews https://t.co/aMiOLpFIsn
137,0.4404,Fri Feb 02 23:31:57 +0000 2018,6382266,0.0,0.888,0.112,CBS News,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC

Thanks for being with us #OriginalReporting #CBS…"
138,0.0,Fri Feb 02 23:22:00 +0000 2018,6382266,0.0,1.0,0.0,CBS News,RT @adrianasdiaz: Father who tried to tackle Larry Nassar in courtroom today speaks. We sit down with him one on one for tonight's @cbseven…
139,0.0,Fri Feb 02 23:16:00 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"RT @BojorquezCBS: This is Sherry Johnson's wedding photo. 

She was 11.

On tonight's @CBSEveningNews with @jeffglor, we'll tell you how he…"
140,0.0,Fri Feb 02 23:02:01 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"Six years after the Spice Girls joined forces for the closing ceremony of the 2012 Olympics in London, the iconic '… https://t.co/Xhz0QKjP8L"
141,-0.4767,Fri Feb 02 22:33:54 +0000 2018,6382266,0.251,0.618,0.131,CBS News,"""Firing Rod Rosenstein, DOJ leadership, or Bob Mueller could result in a constitutional crisis of the kind not seen… https://t.co/AQz1RpwNWp"
142,-0.5574,Fri Feb 02 22:10:55 +0000 2018,6382266,0.223,0.777,0.0,CBS News,"NEW: “There is no conversation or consideration about firing (Deputy AG) Rod Rosenstein,"" a White House official te… https://t.co/L7L9cY96cB"
143,0.0,Fri Feb 02 21:52:31 +0000 2018,6382266,0.0,1.0,0.0,CBS News,NEW: CBS News has obtained an internal communication to FBI workforce from Dir. Christopher Wray; “Let me be clear:… https://t.co/tCxKGrUOfo
144,-0.296,Fri Feb 02 21:45:02 +0000 2018,6382266,0.115,0.885,0.0,CBS News,"A 22-year-old woman listed in California's missing persons database was ""found"" -- as a contestant on the ""The Bach… https://t.co/vWq3PEqGA5"
145,-0.6249,Fri Feb 02 21:28:03 +0000 2018,6382266,0.194,0.806,0.0,CBS News,JUST IN: Dow Jones Industrial Average plunges more than 600 points Friday in worst week since 2016… https://t.co/LTJK22LMGG
146,-0.296,Fri Feb 02 21:02:01 +0000 2018,6382266,0.104,0.896,0.0,CBS News,"Alaska lawmaker, Rep. Zach Fansler, who is accused of hitting a woman during a night of drinking last month, is res… https://t.co/LfJRIKYBQG"
147,0.296,Fri Feb 02 20:45:01 +0000 2018,6382266,0.142,0.619,0.239,CBS News,"U.S. stocks sank on Friday after companies like Alphabet, ExxonMobil issued disappointing profit reports, putting t… https://t.co/ff2F1Dl6cy"
148,-0.0995,Fri Feb 02 20:27:27 +0000 2018,6382266,0.185,0.683,0.132,CBS News,"@PressSec ""It’s so poorly sourced and so clearly biased that it’s difficult to come up with any rational reason for… https://t.co/KjMwmoGvLd"
149,-0.8625,Fri Feb 02 20:19:31 +0000 2018,6382266,0.436,0.564,0.0,CBS News,"Amid deadly flu season, a nurse's Facebook rant about the ""cesspool of funky flu"" in emergency room waiting areas g… https://t.co/mzBUFGIA3U"
150,-0.2023,Fri Feb 02 19:55:01 +0000 2018,6382266,0.096,0.904,0.0,CBS News,The release of a controversial GOP memo on foreign surveillance has many people asking: Who is Carter Page?… https://t.co/R7bdGMSl9i
151,0.0,Fri Feb 02 19:37:02 +0000 2018,6382266,0.0,1.0,0.0,CBS News,President Trump is visiting a Customs and Border Protection facility in Virginia after the release of a controversi… https://t.co/fT3t6taMv9
152,0.3182,Fri Feb 02 19:28:15 +0000 2018,6382266,0.062,0.813,0.124,CBS News,".@PressSec says memo declassified by POTUS ""raises serious concerns about the integrity of decisions made at the hi… https://t.co/1tJXDlerOl"
153,-0.3182,Fri Feb 02 19:17:00 +0000 2018,6382266,0.113,0.887,0.0,CBS News,Democrats are ripping Republicans for releasing memo alleging abuses of surveillance law while most -- but not all… https://t.co/WaIm95MAfv
154,0.765,Fri Feb 02 19:16:45 +0000 2018,6382266,0.0,0.732,0.268,CBS News,"""Congress has made inquiries concerning an issue of great importance for the country &amp; concerns have been raised ab… https://t.co/cJEvtGPg8s"
155,0.1027,Fri Feb 02 19:10:24 +0000 2018,6382266,0.066,0.849,0.085,CBS News,"Sen. Schumer calls Nunes memo ""partisan and misleading."" Top Democrats warn Pres. Trump use of the memo as pretext… https://t.co/fBS8VpeIfX"
156,0.0,Fri Feb 02 18:52:52 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"""That’s it?"" former FBI Director James Comey tweets after release of now-declassified Nunes memo. ""DOJ &amp; FBI must k… https://t.co/pFV5Nm3B09"
157,-0.4767,Fri Feb 02 18:49:47 +0000 2018,6382266,0.341,0.466,0.194,CBS News,"""The latest attacks on the FBI and Department of Justice serve no American interests – no party’s, no president’s,… https://t.co/WIjDHx1ocC"
158,0.0,Fri Feb 02 18:47:37 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"With the release of the now-declassified Nunes memo, the heated partisan debates -- about the document's claims and… https://t.co/yoJ9hAw2XV"
159,0.0,Fri Feb 02 18:41:04 +0000 2018,6382266,0.0,1.0,0.0,CBS News,WATCH LIVE: Vice President Mike Pence campaigns for Pennsylvania congressional candidate Rick Saccone; this comes a… https://t.co/D4TsUEXOc9
160,0.0,Fri Feb 02 18:38:56 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"NEW: FBI says its comments from Wednesday on the now-declassified GOP memo still stand: ""As expressed during our in… https://t.co/UiwJ37eyKO"
161,0.7964,Fri Feb 02 18:35:17 +0000 2018,6382266,0.0,0.677,0.323,CBS News,"House Speaker Ryan on declassified FISA memo: ""I am glad that this memo helps to provide greater transparency, and… https://t.co/gvR6VMzaHF"
162,-0.4019,Fri Feb 02 18:22:45 +0000 2018,6382266,0.144,0.856,0.0,CBS News,"Democratic Sen. Mark Warner says release of now-declassified memo is ""reckless and demonstrates an astonishing disr… https://t.co/SXUpCDxdGw"
163,0.0,Fri Feb 02 18:10:13 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"NEW: Rep. Nancy Pelosi says ""Pres. Trump has surrendered his constitutional responsibility as Commander-in-Chief"" b… https://t.co/LusCFjGNkY"
164,0.044,Fri Feb 02 18:04:21 +0000 2018,6382266,0.125,0.742,0.133,CBS News,"Release of the now-declassified GOP memo ""really undermines the integrity and credibility of the FBI,"" a former Bus… https://t.co/SeqqxSZGd7"
165,-0.0258,Fri Feb 02 17:53:00 +0000 2018,6382266,0.143,0.717,0.139,CBS News,"NEW: House Intelligence Committee Democrats say release of now-declassified GOP memo is ""a shameful effort to discr… https://t.co/q1WK2qc0ZE"
166,0.5267,Fri Feb 02 17:49:52 +0000 2018,6382266,0.0,0.825,0.175,CBS News,"Carter Page statement on now-declassified memo: ""The brave and assiduous oversight by Congressional leaders in disc… https://t.co/bf46FNoSFt"
167,0.3182,Fri Feb 02 17:48:00 +0000 2018,6382266,0.0,0.892,0.108,CBS News,"""According to our sources, that we've talked to over time about this issue, the original investigation did not star… https://t.co/uHEcUxKgSU"
168,0.0,Fri Feb 02 17:43:22 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"""The fact that this memo is now out doesn't put to rest any of the back-and-forth about the validity and completene… https://t.co/IuJ2ZDmWzn"
169,-0.5719,Fri Feb 02 17:39:30 +0000 2018,6382266,0.239,0.761,0.0,CBS News,"@CBSNews MORE: House Intel Committee Chairman Devin Nunes (R-CA) alleges committee has found ""serious violations of… https://t.co/g2IJuRq7Cw"
170,-0.1195,Fri Feb 02 17:35:17 +0000 2018,6382266,0.216,0.67,0.113,CBS News,"NEW: ""FBI Special Agents have not, and will not, allow partisan politics to distract us from our solemn commitment… https://t.co/4FHnCfxWJt"
171,0.5267,Fri Feb 02 17:29:57 +0000 2018,6382266,0.0,0.841,0.159,CBS News,JUST IN: House Intel Committee releases GOP memo on Justice Department and FBI after President Trump declassifies d… https://t.co/fdYDBfKgba
172,0.5106,Fri Feb 02 17:22:13 +0000 2018,6382266,0.0,0.845,0.155,CBS News,"Reporter: Do you still have confidence [in Deputy AG Rod Rosenstein]?

Pres. Trump: You figure it out.

MORE:… https://t.co/UK7zSOvl0t"
173,-0.4939,Fri Feb 02 17:18:31 +0000 2018,6382266,0.132,0.868,0.0,CBS News,"WATCH: ""I think it's a disgrace what's going on in this country. The memo was sent to Congress -- it was declassifi… https://t.co/gLzYniYwmJ"
174,0.6486,Fri Feb 02 17:09:01 +0000 2018,6382266,0.072,0.683,0.245,CBS News,President Trump has effectively given his blessing for the release of the controversial GOP memo. Follow here for l… https://t.co/p8pCv8XFdc
175,-0.6486,Fri Feb 02 17:06:07 +0000 2018,6382266,0.177,0.823,0.0,CBS News,"WATCH: ""The memo was sent to Congress. They're going to do whatever they're going to do, but it's a disgrace what's… https://t.co/CLyQZFdx5P"
176,-0.4807,Fri Feb 02 17:04:19 +0000 2018,6382266,0.141,0.859,0.0,CBS News,MORE: There were no redactions in the classified memo from the White House; President Trump requested it be release… https://t.co/GcYF0xCHIz
177,0.0,Fri Feb 02 16:59:01 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"JUST IN: The classified GOP memo will be declassified, White House confirms https://t.co/pD9QJ0AqD4 https://t.co/sgh2YW7Owi"
178,0.0,Fri Feb 02 16:55:38 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"""I firmly believe that the men and women on this stage -- you have a far bigger impact on our kids lives than any p… https://t.co/qYB5jYlRBY"
179,0.0,Fri Feb 02 16:50:51 +0000 2018,6382266,0.0,1.0,0.0,CBS News,Molly Schuyler has set a new world record by consuming 501 wings during Wing Bowl 26 https://t.co/uHllXZA2Oy https://t.co/NbQOv4pxCl
180,-0.5574,Fri Feb 02 16:30:09 +0000 2018,6382266,0.173,0.827,0.0,CBS News,"""There is no denying that our kids, what they see on TV, the kind of behavior being modeled in public life, all of… https://t.co/npRYF1Mw9g"
181,0.2023,Fri Feb 02 16:24:58 +0000 2018,6382266,0.0,0.917,0.083,CBS News,"""Real change doesn't happen from the top down here in Washington. Real change happens from the bottom up in communi… https://t.co/OoxzbGanSE"
182,0.6705,Fri Feb 02 16:21:09 +0000 2018,6382266,0.0,0.686,0.314,CBS News,WATCH LIVE: Former First Lady Michelle Obama addresses educators; celebrates top school counselors… https://t.co/WwlNLbojg0
183,-0.4019,Fri Feb 02 16:05:01 +0000 2018,6382266,0.23,0.642,0.128,CBS News,Two Florida lawmakers are urging federal justice officials to send law enforcement to Puerto Rico to fight crime in… https://t.co/mqbKxPNvSo
184,-0.7269,Fri Feb 02 15:49:27 +0000 2018,6382266,0.28,0.667,0.053,CBS News,California woman who drove her car head-on into freeway traffic in alleged suicide attempt charged with second-degr… https://t.co/SARJzM1nol
185,0.0,Fri Feb 02 15:30:02 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"EPA chief Scott Pruitt personally monitored removal of climate info from the agency's website, according to newly r… https://t.co/I4HzcgLQ1h"
186,0.0,Fri Feb 02 15:02:46 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"Bitcoin dropped to below $8,000 on Friday, reflecting a plunge of almost 60% from its record high of more than $19,… https://t.co/2cz46FDUCC"
187,0.0,Fri Feb 02 14:45:01 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"Rep. Adam Schiff says Americans will be ""misled"" by the release of the classified GOP memo https://t.co/Y9cbNjPAMo https://t.co/nVCewjWaGE"
188,-0.5994,Fri Feb 02 14:30:01 +0000 2018,6382266,0.206,0.794,0.0,CBS News,Investigators are revealing key witnesses' accounts of the night actress Natalie Wood mysteriously drowned #48Hours… https://t.co/irULg4uIlA
189,-0.6486,Fri Feb 02 14:27:58 +0000 2018,6382266,0.227,0.773,0.0,CBS News,MORE: A father of 3 female athletes who are victims of disgraced doctor Larry Nassar lunged at Nassar in court duri… https://t.co/QOoiHwgYw3
190,-0.3182,Fri Feb 02 14:19:27 +0000 2018,6382266,0.103,0.897,0.0,CBS News,WATCH: The father of victims of ex-USA Gymnastic doctor Larry Nassar lunges at Nassar in court after saying to judg… https://t.co/u4sZoBxplP
191,0.0,Fri Feb 02 14:15:01 +0000 2018,6382266,0.0,1.0,0.0,CBS News,NYC Mayor Bill de Blasio will not be attending a #GroundhogDay event — several years after he dropped a groundhog t… https://t.co/fhz4HJ5Ip2
192,0.4215,Fri Feb 02 14:00:03 +0000 2018,6382266,0.0,0.872,0.128,CBS News,President Trump suggests the FBI and DOJ have favored Democrats over Republicans in the process that is expected to… https://t.co/cDOTfnBmsn
193,-0.3818,Fri Feb 02 13:46:40 +0000 2018,6382266,0.14,0.86,0.0,CBS News,Sunday's #SuperBowlLII will be a battle between two historic northeastern cities as the Philadelphia @Eagles and Ne… https://t.co/dEy72cNC76
194,-0.4404,Fri Feb 02 13:39:32 +0000 2018,6382266,0.153,0.847,0.0,CBS News,"Businesses hired robustly in January, adding 200,000 jobs, the Labor Department says; unemployment rate remains ste… https://t.co/BwzMHhhtBd"
195,0.0,Fri Feb 02 13:38:17 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"Friday is #GoRedForWomen Day, part of a month-long campaign to raise awareness for women's heart health. Heart dise… https://t.co/2qqbhXjSac"
196,0.0,Fri Feb 02 13:27:12 +0000 2018,6382266,0.0,1.0,0.0,CBS News,"“Time is not on the side of these investigators. Remember, this is a 36-year-old case,” @EFMoriarty says of investi… https://t.co/6XDKyZtBqp"
197,-0.5994,Fri Feb 02 13:22:40 +0000 2018,6382266,0.206,0.794,0.0,CBS News,Investigators are revealing key witnesses' accounts of the night actress Natalie Wood mysteriously drowned. Robert… https://t.co/aAurjwHS18
198,-0.1027,Fri Feb 02 13:20:01 +0000 2018,6382266,0.1,0.773,0.127,CBS News,Critics say some drug companies who want to hold onto their exclusive sales of a brand-name drug – and  their profi… https://t.co/iwqTQdRx5L
199,-0.4767,Fri Feb 02 13:16:51 +0000 2018,6382266,0.24,0.655,0.105,CBS News,Homeland Security agents are cracking down on illegal workers in Northern California by demanding dozens of busines… https://t.co/j4ZciRC8zw
200,-0.7783,Sat Feb 03 03:04:33 +0000 2018,39303860,0.291,0.709,0.0,CNN,"The so-called ""Australian flu"" is not from Australia, and the current flu season -- though severe in places -- is n… https://t.co/G29yYUtzoM"
201,0.0,Sat Feb 03 02:42:03 +0000 2018,39303860,0.0,1.0,0.0,CNN,Rep. Devin Nunes hinted that there would be additional memos released regarding the investigation into alleged abus… https://t.co/EO7lMFrvRk
202,-0.2023,Sat Feb 03 02:33:50 +0000 2018,39303860,0.087,0.913,0.0,CNN,"Now that the Nunes memo is public, here are five key takeaways about what's behind the controversial four-page docu… https://t.co/8mmx80otGE"
203,-0.4019,Sat Feb 03 02:25:38 +0000 2018,39303860,0.144,0.856,0.0,CNN,Thousands of Uyghur Muslims are currently being detained in cramped conditions at so-called political education cam… https://t.co/Dt49hc3FPv
204,0.0,Sat Feb 03 02:17:55 +0000 2018,39303860,0.0,1.0,0.0,CNN,The Nunes memo unveiling prompts a question of what President Trump will do next | Analysis by Stephen Collinson… https://t.co/6KfR6NWqHo
205,-0.2263,Sat Feb 03 02:03:51 +0000 2018,39303860,0.145,0.743,0.112,CNN,The discovery of two World War II-era bombs in Hong Kong's Wan Chai district has raised interest in the city's larg… https://t.co/h5fFE3AaJA
206,0.6705,Sat Feb 03 01:59:39 +0000 2018,39303860,0.0,0.776,0.224,CNN,"RT @OutFrontCNN: ""This is a phony memo...you've got Vladimir Putin there smiling, it's like he gave Donald Trump the script."" - Rep. Jackie…"
207,-0.1531,Sat Feb 03 01:51:08 +0000 2018,39303860,0.119,0.792,0.089,CNN,"A top Democratic congressman said he is ""very concerned"" about the possibility that President Trump will fire Deput… https://t.co/wVOwIVq88b"
208,0.0,Sat Feb 03 01:47:17 +0000 2018,39303860,0.0,1.0,0.0,CNN,"RT @OutFrontCNN: ""I think the President would be inclined to release the Democratic memo, should it come to us, and should it be reviewed,…"
209,0.4215,Sat Feb 03 01:41:06 +0000 2018,39303860,0.0,0.877,0.123,CNN,"There are more than 54,000 bridges in the United States that need to be repaired or replaced, according to a report… https://t.co/JT2Ubc3oWI"
210,0.7964,Sat Feb 03 01:31:08 +0000 2018,39303860,0.0,0.616,0.384,CNN,Minneapolis is trying to make sure the homeless stay warm during Super Bowl weekend https://t.co/8eZ6pfMvHl https://t.co/7pRAq9qQoJ
211,-0.5267,Sat Feb 03 01:21:06 +0000 2018,39303860,0.172,0.756,0.071,CNN,Amazon stock climbed nearly 3% on what proved to be the worst day for the Dow since June 2016… https://t.co/mHFAIeS9sa
212,0.4576,Sat Feb 03 01:11:08 +0000 2018,39303860,0.0,0.824,0.176,CNN,The most interesting part of the Nunes memo? Trump's reaction | Analysis by @CillizzaCNN https://t.co/6KtS7YS3ZH https://t.co/eb8MThp3yb
213,0.5859,Sat Feb 03 01:01:04 +0000 2018,39303860,0.144,0.593,0.263,CNN,Republicans convening for their national party meeting in Washington struck notes of cautious optimism about the mi… https://t.co/nRp0MlIzAD
214,0.25,Sat Feb 03 00:51:04 +0000 2018,39303860,0.0,0.833,0.167,CNN,The Office of Government Ethics unofficially OKs an outside legal defense fund for White House staffers… https://t.co/qYEycKQZM8
215,0.4215,Sat Feb 03 00:45:17 +0000 2018,39303860,0.0,0.877,0.123,CNN,An EMT saved this man's life when he was a baby. He was reunited with that man at his EMT graduation.… https://t.co/3FGY1vNblh
216,0.7506,Sat Feb 03 00:34:06 +0000 2018,39303860,0.0,0.758,0.242,CNN,"Heading into Sunday's Super Bowl, there isn't much Patriots and Eagles fans can agree on -- except when it comes to… https://t.co/esWJ7rpgZd"
217,0.0,Sat Feb 03 00:30:00 +0000 2018,39303860,0.0,1.0,0.0,CNN,"Thousands of stone tools dating back as far as 385,000 years, uncovered in India, suggest humans might have migrate… https://t.co/BF9LDHTafT"
218,0.25,Sat Feb 03 00:13:58 +0000 2018,39303860,0.117,0.676,0.207,CNN,"The Federal Reserve said it will restrict Wells Fargo's growth in light of ""widespread consumer abuses,"" including… https://t.co/vrtDTdoqIG"
219,0.0,Sat Feb 03 00:04:03 +0000 2018,39303860,0.0,1.0,0.0,CNN,"Republican Rep. Hurd, former CIA officer: ”I also don't believe there's anything in this Republican memo that's exp… https://t.co/P09yQu17Ox"
220,-0.7783,Sat Feb 03 03:04:33 +0000 2018,39303860,0.291,0.709,0.0,CNN,"The so-called ""Australian flu"" is not from Australia, and the current flu season -- though severe in places -- is n… https://t.co/G29yYUtzoM"
221,0.0,Sat Feb 03 02:42:03 +0000 2018,39303860,0.0,1.0,0.0,CNN,Rep. Devin Nunes hinted that there would be additional memos released regarding the investigation into alleged abus… https://t.co/EO7lMFrvRk
222,-0.2023,Sat Feb 03 02:33:50 +0000 2018,39303860,0.087,0.913,0.0,CNN,"Now that the Nunes memo is public, here are five key takeaways about what's behind the controversial four-page docu… https://t.co/8mmx80otGE"
223,-0.4019,Sat Feb 03 02:25:38 +0000 2018,39303860,0.144,0.856,0.0,CNN,Thousands of Uyghur Muslims are currently being detained in cramped conditions at so-called political education cam… https://t.co/Dt49hc3FPv
224,0.0,Sat Feb 03 02:17:55 +0000 2018,39303860,0.0,1.0,0.0,CNN,The Nunes memo unveiling prompts a question of what President Trump will do next | Analysis by Stephen Collinson… https://t.co/6KfR6NWqHo
225,-0.2263,Sat Feb 03 02:03:51 +0000 2018,39303860,0.145,0.743,0.112,CNN,The discovery of two World War II-era bombs in Hong Kong's Wan Chai district has raised interest in the city's larg… https://t.co/h5fFE3AaJA
226,0.6705,Sat Feb 03 01:59:39 +0000 2018,39303860,0.0,0.776,0.224,CNN,"RT @OutFrontCNN: ""This is a phony memo...you've got Vladimir Putin there smiling, it's like he gave Donald Trump the script."" - Rep. Jackie…"
227,-0.1531,Sat Feb 03 01:51:08 +0000 2018,39303860,0.119,0.792,0.089,CNN,"A top Democratic congressman said he is ""very concerned"" about the possibility that President Trump will fire Deput… https://t.co/wVOwIVq88b"
228,0.0,Sat Feb 03 01:47:17 +0000 2018,39303860,0.0,1.0,0.0,CNN,"RT @OutFrontCNN: ""I think the President would be inclined to release the Democratic memo, should it come to us, and should it be reviewed,…"
229,0.4215,Sat Feb 03 01:41:06 +0000 2018,39303860,0.0,0.877,0.123,CNN,"There are more than 54,000 bridges in the United States that need to be repaired or replaced, according to a report… https://t.co/JT2Ubc3oWI"
230,0.7964,Sat Feb 03 01:31:08 +0000 2018,39303860,0.0,0.616,0.384,CNN,Minneapolis is trying to make sure the homeless stay warm during Super Bowl weekend https://t.co/8eZ6pfMvHl https://t.co/7pRAq9qQoJ
231,-0.5267,Sat Feb 03 01:21:06 +0000 2018,39303860,0.172,0.756,0.071,CNN,Amazon stock climbed nearly 3% on what proved to be the worst day for the Dow since June 2016… https://t.co/mHFAIeS9sa
232,0.4576,Sat Feb 03 01:11:08 +0000 2018,39303860,0.0,0.824,0.176,CNN,The most interesting part of the Nunes memo? Trump's reaction | Analysis by @CillizzaCNN https://t.co/6KtS7YS3ZH https://t.co/eb8MThp3yb
233,0.5859,Sat Feb 03 01:01:04 +0000 2018,39303860,0.144,0.593,0.263,CNN,Republicans convening for their national party meeting in Washington struck notes of cautious optimism about the mi… https://t.co/nRp0MlIzAD
234,0.25,Sat Feb 03 00:51:04 +0000 2018,39303860,0.0,0.833,0.167,CNN,The Office of Government Ethics unofficially OKs an outside legal defense fund for White House staffers… https://t.co/qYEycKQZM8
235,0.4215,Sat Feb 03 00:45:17 +0000 2018,39303860,0.0,0.877,0.123,CNN,An EMT saved this man's life when he was a baby. He was reunited with that man at his EMT graduation.… https://t.co/3FGY1vNblh
236,0.7506,Sat Feb 03 00:34:06 +0000 2018,39303860,0.0,0.758,0.242,CNN,"Heading into Sunday's Super Bowl, there isn't much Patriots and Eagles fans can agree on -- except when it comes to… https://t.co/esWJ7rpgZd"
237,0.0,Sat Feb 03 00:30:00 +0000 2018,39303860,0.0,1.0,0.0,CNN,"Thousands of stone tools dating back as far as 385,000 years, uncovered in India, suggest humans might have migrate… https://t.co/BF9LDHTafT"
238,0.25,Sat Feb 03 00:13:58 +0000 2018,39303860,0.117,0.676,0.207,CNN,"The Federal Reserve said it will restrict Wells Fargo's growth in light of ""widespread consumer abuses,"" including… https://t.co/vrtDTdoqIG"
239,0.0,Sat Feb 03 00:04:03 +0000 2018,39303860,0.0,1.0,0.0,CNN,"Republican Rep. Hurd, former CIA officer: ”I also don't believe there's anything in this Republican memo that's exp… https://t.co/P09yQu17Ox"
240,0.0,Fri Feb 02 23:51:01 +0000 2018,39303860,0.0,1.0,0.0,CNN,A cell phone radiation study finds more questions than answers https://t.co/klNKxr3T1q https://t.co/O9xglO1JfN
241,0.5994,Fri Feb 02 23:41:07 +0000 2018,39303860,0.0,0.849,0.151,CNN,Planning to attend the Super Bowl? Tickets prices on StubHub are up 31% over last year -- the cheapest ones left co… https://t.co/j0KG5a2Icw
242,0.0,Fri Feb 02 23:41:07 +0000 2018,39303860,0.0,1.0,0.0,CNN,Mike Pence's home state can now require Medicaid recipients to work https://t.co/ovHGvlIdaU https://t.co/7wtvn946OQ
243,0.5994,Fri Feb 02 23:36:03 +0000 2018,39303860,0.0,0.813,0.187,CNN,How to talk about the 2018 Super Bowl if you don't know what to talk about https://t.co/GXeOlora8A https://t.co/2Ybu063hHn
244,-0.6249,Fri Feb 02 23:29:41 +0000 2018,39303860,0.163,0.837,0.0,CNN,"The Dow dropped 666 points, capping the worst week in two years. Here's a look at what's going on.

1. Concerns the… https://t.co/tkdcHFowmo"
245,0.4939,Fri Feb 02 23:20:43 +0000 2018,39303860,0.0,0.868,0.132,CNN,Key points from the Nunes memo appeared to have been released to news outlets friendly to the White House before be… https://t.co/F80ucWnzpS
246,-0.4215,Fri Feb 02 23:14:12 +0000 2018,39303860,0.135,0.865,0.0,CNN,"Former CIA counterterrorism official Phil Mudd: The FBI people ""are ticked"" and they'll be saying of Trump, “You’ve… https://t.co/wZ5KaXSGdt"
247,-0.0031,Fri Feb 02 23:11:04 +0000 2018,39303860,0.178,0.644,0.178,CNN,"President Trump threatens to cut off aid to countries that don't stop drugs coming into the United States, saying ""… https://t.co/IyGF4v6yY6"
248,-0.128,Fri Feb 02 23:06:04 +0000 2018,39303860,0.073,0.927,0.0,CNN,FBI Director Christopher Wray addressed FBI employees in an internal video and said he knows it's a tough time and… https://t.co/OKym0P1UzD
249,0.6249,Fri Feb 02 22:54:16 +0000 2018,39303860,0.069,0.694,0.237,CNN,"RT @CNNSitRoom: Democratic Rep. Adam Schiff says if the Intelligence Committee ""was seriously interested in oversight,"" they would have bro…"
250,0.3384,Fri Feb 02 22:52:41 +0000 2018,39303860,0.0,0.893,0.107,CNN,"Rep. Adam Schiff: If President Trump fires Rod Rosenstein or Robert Mueller, ""to me that would be a very definite p… https://t.co/9DLA02VhQq"
