,Compound_Score,Date,Followers,Negative_Score,Neutral_Score,Positive_Score,Screen_Name,Tweet_Text
251,-0.4019,Fri Feb 02 22:50:42 +0000 2018,39303860,0.144,0.856,0.0,CNN,Rep. Adam Schiff says the Nunes memo “cherry-picks” information and is “deeply misleading and factually inaccurate”… https://t.co/tz5PdLHcOU
252,-0.9169,Fri Feb 02 22:47:06 +0000 2018,39303860,0.373,0.627,0.0,CNN,RT @CNNPolitics: Schiff on the release of the GOP-Nunes memo: “This is a horrible abuse of our committee process and an abuse of classified…
253,0.1027,Fri Feb 02 22:38:45 +0000 2018,39303860,0.111,0.725,0.164,CNN,"CNN legal analyst Jeffrey Toobin on the Nunes memo: ""It is an embarrassment to the United States Congress. It is pa… https://t.co/pYYR7Kn3B4"
254,-0.5709,Fri Feb 02 22:27:04 +0000 2018,39303860,0.138,0.862,0.0,CNN,It was the second most criminal act of the 1970s -- and it was done by a bunch of wannabe radicals. Listen here to… https://t.co/7r5ms4xr1p
255,-0.541,Fri Feb 02 22:26:51 +0000 2018,39303860,0.149,0.851,0.0,CNN,"Rep. Swalwell on Nunes memo: If they were willing to be so reckless with classified information, why didn't they re… https://t.co/n8di4e70kh"
256,0.0,Fri Feb 02 22:26:09 +0000 2018,39303860,0.0,1.0,0.0,CNN,YouTube will now add a label to videos that come from state-funded media outlets https://t.co/IZv7zoneYd https://t.co/hgelkQhnmv
257,0.0,Fri Feb 02 22:22:30 +0000 2018,39303860,0.0,1.0,0.0,CNN,"RT @TheLeadCNN: Democratic Rep. Swalwell states that his party's memo ""rebuts point-by-point the falsities [Republicans] put forward. But i…"
258,0.0,Fri Feb 02 22:21:03 +0000 2018,39303860,0.0,1.0,0.0,CNN,What the Nunes memo actually proves (Not much) | Analysis by @CillizzaCNN https://t.co/DF9cBsWauh https://t.co/3ZBMPhXazm
259,-0.7351,Fri Feb 02 22:16:09 +0000 2018,39303860,0.437,0.563,0.0,CNN,The nasty flu season is costing businesses billions https://t.co/aUljZQDSGV https://t.co/pDAS9fmBJB
260,0.5106,Fri Feb 02 22:10:08 +0000 2018,39303860,0.0,0.837,0.163,CNN,"Apple's stock fell more than 4%, pushing into correction territory. The company released strong earnings results on… https://t.co/87bgr7c871"
261,0.0516,Fri Feb 02 22:00:48 +0000 2018,39303860,0.087,0.817,0.096,CNN,Arizona Senate candidate Joe Arpaio says he was unaware that he granted an interview to an anti-Semitic publication… https://t.co/1FV3sGjS4m
262,0.0,Fri Feb 02 21:56:48 +0000 2018,39303860,0.0,1.0,0.0,CNN,"President Trump tells RNC members he'll campaign for Dean Heller in Nevada, and says he'll visit other states https://t.co/LV9r4KP6Sw"
263,-0.4939,Fri Feb 02 21:42:18 +0000 2018,39303860,0.138,0.862,0.0,CNN,"""I think this is an absolute disgrace. I think this is a dark day in American history."" Jeffrey Toobin says the Nun… https://t.co/BVMySdDBva"
264,0.0516,Fri Feb 02 21:39:31 +0000 2018,39303860,0.0,0.948,0.052,CNN,"RT @CNNnewsroom: ""What we are seeing here is a demagogic, authoritarian president who is using this red herring to contend that there is a…"
265,-0.7964,Fri Feb 02 21:38:47 +0000 2018,39303860,0.321,0.679,0.0,CNN,"""I think it's disgusting, I think it's pathetic. ... This is a fabricated, manufactured, hack partisan sideshow cir… https://t.co/GHxITxlMeT"
266,0.2263,Fri Feb 02 21:32:09 +0000 2018,39303860,0.065,0.829,0.106,CNN,The Labor Department reported the biggest hourly pay increase in eight years in Friday's jobs report. The data show… https://t.co/G4pE9Je3Pe
267,-0.25,Fri Feb 02 21:23:30 +0000 2018,39303860,0.148,0.781,0.07,CNN,"RT @TheLeadCNN: Top Dems warn Trump if he uses memo to fire Rosenstein, DOJ leadership, or Robert Mueller, it could result ""in a constituti…"
268,-0.3612,Fri Feb 02 21:16:26 +0000 2018,39303860,0.106,0.894,0.0,CNN,"The Dow closed down 666 points, or 2.5%, its biggest percentage decline since the Brexit turmoil in June 2016 and s… https://t.co/A5FBterhaa"
269,0.0516,Fri Feb 02 21:14:07 +0000 2018,39303860,0.172,0.645,0.183,CNN,"The Karolyi Ranch produced champions and a culture of fear, former gymnasts say https://t.co/8VdXaOF7xk https://t.co/ooupdV8HNP"
270,0.0,Fri Feb 02 21:01:10 +0000 2018,39303860,0.0,1.0,0.0,CNN,The Arizona House of Representatives voted nearly unanimously to oust Republican Rep. Don Shooter after a report fo… https://t.co/l31rJyKENO
271,0.0,Fri Feb 02 20:53:56 +0000 2018,39303860,0.0,1.0,0.0,CNN,"President Trump's pick to be US ambassador to Singapore, KT McFarland, has asked the President to withdraw her nomi… https://t.co/sjxd4E6QVF"
272,0.0,Fri Feb 02 20:41:56 +0000 2018,39303860,0.0,1.0,0.0,CNN,"The US says Russia is ""developing"" an undersea nuclear-armed torpedo https://t.co/eL39Q837TK"
273,-0.4588,Fri Feb 02 20:29:49 +0000 2018,39303860,0.158,0.842,0.0,CNN,"When Randall Margraves lunged toward disgraced doctor Larry Nassar in a courtroom, many social media users responde… https://t.co/kaaLjMpnq6"
274,0.2263,Fri Feb 02 20:22:38 +0000 2018,39303860,0.152,0.603,0.244,CNN,40 million people are living in modern slavery. We want to know what freedom means to you. Share your photos and vi… https://t.co/NqmDUBHDEf
275,-0.6249,Fri Feb 02 20:07:49 +0000 2018,39303860,0.17,0.83,0.0,CNN,"The stock market is having its worst week in two years, with the Dow dropping more than 600 points today… https://t.co/i89Ramt8IS"
276,-0.7506,Fri Feb 02 20:04:53 +0000 2018,39303860,0.344,0.656,0.0,CNN,The black unemployment rate is no longer at the record low that President Trump touted after jumping nearly a perce… https://t.co/JTPnifPHuN
277,-0.5106,Fri Feb 02 19:56:27 +0000 2018,39303860,0.163,0.837,0.0,CNN,"""That's it?"" Former FBI Director James Comey skewers a Republican memo alleging that the FBI abused its surveillanc… https://t.co/VhX2Mm6GDw"
278,0.0,Fri Feb 02 19:52:58 +0000 2018,39303860,0.0,1.0,0.0,CNN,'Black Panther' is outselling every previous superhero film in advance ticket sales https://t.co/zaHozBCSgk https://t.co/Zz8XHzCO0k
279,-0.1027,Fri Feb 02 19:36:01 +0000 2018,39303860,0.105,0.81,0.086,CNN,"President Trump refused to say whether he would dismiss Deputy Attorney General Rod Rosenstein, the top DOJ officia… https://t.co/6lqxhkuoSR"
280,-0.3182,Fri Feb 02 19:31:35 +0000 2018,39303860,0.095,0.905,0.0,CNN,"Pizza shop workers took down an armed robber -- but when police took off his mask, they discovered he was their old… https://t.co/UqvdKtVdZZ"
281,0.3612,Fri Feb 02 19:18:40 +0000 2018,39303860,0.147,0.621,0.232,CNN,A mass grave discovered in England may belong to the Viking Great Army https://t.co/4PSdWdYDrE
282,-0.8817,Fri Feb 02 19:16:46 +0000 2018,39303860,0.505,0.369,0.126,CNN,Prostate cancer now kills more in the United Kingdom than breast cancer https://t.co/qzwpZyr8CJ
283,0.0,Fri Feb 02 19:01:54 +0000 2018,39303860,0.0,1.0,0.0,CNN,"Polar bears could face extinction faster than thought, study says https://t.co/fj6Opzvvw8 https://t.co/QyFOb0LcFj"
284,0.0,Fri Feb 02 19:01:23 +0000 2018,39303860,0.0,1.0,0.0,CNN,RT @CNNPolitics: Former FBI Director Comey tweets in response to the release of the GOP-Nunes memo: “That’s it?” https://t.co/fYlCwTvczb ht…
285,0.1027,Fri Feb 02 18:40:16 +0000 2018,39303860,0.11,0.756,0.134,CNN,The 33 most over-the-top Anthony Scaramucci quotes to Vanity Fair | Analysis by Chris Cillizza… https://t.co/gPL8bZkvsO
286,-0.4588,Fri Feb 02 18:28:03 +0000 2018,39303860,0.263,0.603,0.134,CNN,"Democratic lawmakers are fuming after the release of the disputed GOP intelligence memo, calling it ""dangerous""… https://t.co/Toxjv2w5Qg"
287,-0.5423,Fri Feb 02 18:15:07 +0000 2018,39303860,0.259,0.741,0.0,CNN,Iced tea company kills plan to buy bitcoin mining rigs https://t.co/7kIQya04yC
288,0.3182,Fri Feb 02 18:01:28 +0000 2018,39303860,0.086,0.766,0.148,CNN,"House Intelligence Chairman Devin Nunes issues statement on release of his controversial memo: ""The Committee has d… https://t.co/DGDPWoZeMo"
289,-0.6901,Fri Feb 02 17:49:19 +0000 2018,39303860,0.363,0.637,0.0,CNN,JUST IN: Read the highly controversial Republican memo alleging FBI abuses https://t.co/IgTANrS0BR
290,0.1779,Fri Feb 02 17:34:22 +0000 2018,39303860,0.155,0.645,0.2,CNN,RT @CNNPolitics: The disputed GOP-Nunes intelligence memo has been released https://t.co/2lfCtvinda https://t.co/COpYwRIWUY
291,-0.6249,Fri Feb 02 17:13:34 +0000 2018,39303860,0.225,0.775,0.0,CNN,"RT @CNNPolitics: President Trump implies the Nunes memo exposes bias in the FBI: ""I think it's a disgrace ... a lot of people should be ash…"
292,-0.7506,Fri Feb 02 17:04:03 +0000 2018,39303860,0.252,0.748,0.0,CNN,"Father of three daughters who were all assaulted by Larry Nassar tries to tackle the disgraced doctor in court, aft… https://t.co/8t2t0T15Ck"
293,-0.2023,Fri Feb 02 16:55:04 +0000 2018,39303860,0.091,0.909,0.0,CNN,"BREAKING: President Trump has authorized the release of a controversial Republican memo, and has sent word to the H… https://t.co/KC22jPsug3"
294,-0.8834,Fri Feb 02 16:44:14 +0000 2018,39303860,0.507,0.493,0.0,CNN,Rotten Tomatoes condemns plan to flood 'Black Panther' with negative reviews https://t.co/kkdDmAypBZ https://t.co/gqpT9H5AEk
295,-0.7322,Fri Feb 02 16:32:31 +0000 2018,39303860,0.242,0.71,0.049,CNN,"16 more children have died from the flu, bringing the total number of pediatric flu-related deaths to 53 for the se… https://t.co/L7GHB8zxrD"
296,0.0,Fri Feb 02 16:21:02 +0000 2018,39303860,0.0,1.0,0.0,CNN,Amazon's idea for employee-tracking wearables raises concerns https://t.co/BJHHU22EP4 https://t.co/8iQAz7ltGp
297,0.25,Fri Feb 02 15:55:03 +0000 2018,39303860,0.0,0.895,0.105,CNN,Former first lady Michelle Obama is poised to make her first major speech since leaving office today https://t.co/wdwKC5zRW8
298,0.0258,Fri Feb 02 15:45:13 +0000 2018,39303860,0.083,0.828,0.089,CNN,Secretary of Defense James Mattis warns the Syrian regime against the use of chemical weapons… https://t.co/PoQkIE95Yc
299,0.0,Fri Feb 02 15:34:09 +0000 2018,39303860,0.0,1.0,0.0,CNN,'Black Panther' is outselling every previous superhero film in advance ticket sales https://t.co/OM77wOHNY2 https://t.co/6LXZjN2i0A
300,0.4215,Sat Feb 03 02:54:54 +0000 2018,17094739,0.087,0.714,0.198,Fox News,".@Jim_Jordan: ""I see no other remedy than a second special counsel. And I'd add one thing: make sure they're not fr… https://t.co/kNVlXyvzmB"
301,-0.2263,Sat Feb 03 02:43:42 +0000 2018,17094739,0.169,0.71,0.12,Fox News,Hawaii man who sent false missile alert was ‘100 percent sure’ attack was real https://t.co/ac76vG7r7G
302,-0.2732,Sat Feb 03 02:36:18 +0000 2018,17094739,0.16,0.84,0.0,Fox News,Charges for man who sold Las Vegas gunman Stephen Paddock ammunition https://t.co/7S5Z3WCGbX
303,-0.3182,Sat Feb 03 02:26:26 +0000 2018,17094739,0.223,0.777,0.0,Fox News,Mysterious lost Maya cities discovered in Guatemalan jungle https://t.co/xszwfncWBJ
304,-0.5574,Sat Feb 03 02:13:56 +0000 2018,17094739,0.338,0.662,0.0,Fox News,Los Angeles school shooting suspect allegedly thought gun was a toy https://t.co/ScjFgxFPlf
305,-0.5023,Sat Feb 03 02:08:31 +0000 2018,17094739,0.134,0.866,0.0,Fox News,".@andrewklavan on media coverage of GOP FISA memo: ""The press has done nothing for this past year but whine about h… https://t.co/of74RjupLG"
306,-0.1027,Sat Feb 03 02:01:38 +0000 2018,17094739,0.06,0.94,0.0,Fox News,"Terry Turchie on GOP FISA memo: ""Everything the FBI does should be out in the open and we should be questioning it… https://t.co/rLhhFouP1Y"
307,0.0,Sat Feb 03 01:57:47 +0000 2018,17094739,0.0,1.0,0.0,Fox News,"Following release of House memo, FBI director says 'talk is cheap' in letter to bureau https://t.co/IC4tlXImt1"
308,0.0772,Sat Feb 03 01:45:59 +0000 2018,17094739,0.098,0.791,0.112,Fox News,"Jonathan Turley on GOP FISA memo: ""When you say that there's a national security risk about a document being releas… https://t.co/2U4aPgt2xD"
309,0.0,Sat Feb 03 01:39:23 +0000 2018,17094739,0.0,1.0,0.0,Fox News,"@ChristopherHahn on GOP FISA memo: ""Why Carter Page is walking the street is a question that should keep a lot of R… https://t.co/AdYZgfCq7d"
310,0.0,Sat Feb 03 01:28:45 +0000 2018,17094739,0.0,1.0,0.0,Fox News,"WATCH: @DevinNunes interview - Part 2: ""I think the American people understand that the @FBI should not go to secre… https://t.co/7pew17iNvT"
311,-0.2732,Sat Feb 03 01:28:36 +0000 2018,17094739,0.128,0.793,0.079,Fox News,"WATCH: @DevinNunes interview - Part 1:  ""I get tired of playing whack-a-mole every day with the Democrats on this c… https://t.co/Q77bCKyP2b"
312,-0.296,Sat Feb 03 01:27:08 +0000 2018,17094739,0.095,0.905,0.0,Fox News,".@TomFitton on GOP FISA memo: ""There is no Russia collusion story without the dossier. And we now know and have con… https://t.co/wmz8wdR4Kv"
313,0.0,Sat Feb 03 01:20:23 +0000 2018,17094739,0.0,1.0,0.0,Fox News,"Joe DiGenova on GOP FISA memo: ""It's a disgraceful period in the history of the [DOJ] and the FBI and James Comey a… https://t.co/FD6w8O3vD4"
314,-0.3182,Sat Feb 03 01:06:30 +0000 2018,17094739,0.157,0.742,0.1,Fox News,"A distraught father apologized for charging at Larry Nassar in court Friday. He ended with these parting words: ""I… https://t.co/DabEQcKLGd"
315,0.0,Sat Feb 03 01:00:33 +0000 2018,17094739,0.0,1.0,0.0,Fox News,.@DevinNunes tells Fox News memo was released out of public obligation https://t.co/EL4KYalEfa https://t.co/Ogz9AZeAie
316,0.0,Sat Feb 03 00:59:00 +0000 2018,17094739,0.0,1.0,0.0,Fox News,.@RepDeSantis: 'We Still Don't Have Evidence of Any Trump-Russia Campaign Collusion' https://t.co/rch7gtVSLD
317,-0.2732,Sat Feb 03 00:51:00 +0000 2018,17094739,0.204,0.659,0.138,Fox News,Pentagon announces plan to expand nuclear arsenal in face of Russian threat https://t.co/Fx6Y7YWnl3
318,0.1027,Sat Feb 03 00:38:34 +0000 2018,17094739,0.183,0.611,0.206,Fox News,Video of Tom Brady kissing son on the lips sparks internet outcry https://t.co/QDgBtmxDzY
319,-0.4404,Sat Feb 03 00:30:03 +0000 2018,17094739,0.224,0.675,0.101,Fox News,".@jasoninthehouse: ""It's shocking how willingly &amp; easily the senior leadership of the @FBI was manipulated, &amp; to ha… https://t.co/GTF95RoSLI"
320,0.4215,Sat Feb 03 02:54:54 +0000 2018,17094740,0.087,0.714,0.198,Fox News,".@Jim_Jordan: ""I see no other remedy than a second special counsel. And I'd add one thing: make sure they're not fr… https://t.co/kNVlXyvzmB"
321,-0.2263,Sat Feb 03 02:43:42 +0000 2018,17094740,0.169,0.71,0.12,Fox News,Hawaii man who sent false missile alert was ‘100 percent sure’ attack was real https://t.co/ac76vG7r7G
322,-0.2732,Sat Feb 03 02:36:18 +0000 2018,17094740,0.16,0.84,0.0,Fox News,Charges for man who sold Las Vegas gunman Stephen Paddock ammunition https://t.co/7S5Z3WCGbX
323,-0.3182,Sat Feb 03 02:26:26 +0000 2018,17094740,0.223,0.777,0.0,Fox News,Mysterious lost Maya cities discovered in Guatemalan jungle https://t.co/xszwfncWBJ
324,-0.5574,Sat Feb 03 02:13:56 +0000 2018,17094740,0.338,0.662,0.0,Fox News,Los Angeles school shooting suspect allegedly thought gun was a toy https://t.co/ScjFgxFPlf
325,-0.5023,Sat Feb 03 02:08:31 +0000 2018,17094740,0.134,0.866,0.0,Fox News,".@andrewklavan on media coverage of GOP FISA memo: ""The press has done nothing for this past year but whine about h… https://t.co/of74RjupLG"
326,-0.1027,Sat Feb 03 02:01:38 +0000 2018,17094740,0.06,0.94,0.0,Fox News,"Terry Turchie on GOP FISA memo: ""Everything the FBI does should be out in the open and we should be questioning it… https://t.co/rLhhFouP1Y"
327,0.0,Sat Feb 03 01:57:47 +0000 2018,17094740,0.0,1.0,0.0,Fox News,"Following release of House memo, FBI director says 'talk is cheap' in letter to bureau https://t.co/IC4tlXImt1"
328,0.0772,Sat Feb 03 01:45:59 +0000 2018,17094740,0.098,0.791,0.112,Fox News,"Jonathan Turley on GOP FISA memo: ""When you say that there's a national security risk about a document being releas… https://t.co/2U4aPgt2xD"
329,0.0,Sat Feb 03 01:39:23 +0000 2018,17094740,0.0,1.0,0.0,Fox News,"@ChristopherHahn on GOP FISA memo: ""Why Carter Page is walking the street is a question that should keep a lot of R… https://t.co/AdYZgfCq7d"
330,0.0,Sat Feb 03 01:28:45 +0000 2018,17094740,0.0,1.0,0.0,Fox News,"WATCH: @DevinNunes interview - Part 2: ""I think the American people understand that the @FBI should not go to secre… https://t.co/7pew17iNvT"
331,-0.2732,Sat Feb 03 01:28:36 +0000 2018,17094740,0.128,0.793,0.079,Fox News,"WATCH: @DevinNunes interview - Part 1:  ""I get tired of playing whack-a-mole every day with the Democrats on this c… https://t.co/Q77bCKyP2b"
332,-0.296,Sat Feb 03 01:27:08 +0000 2018,17094740,0.095,0.905,0.0,Fox News,".@TomFitton on GOP FISA memo: ""There is no Russia collusion story without the dossier. And we now know and have con… https://t.co/wmz8wdR4Kv"
333,0.0,Sat Feb 03 01:20:23 +0000 2018,17094740,0.0,1.0,0.0,Fox News,"Joe DiGenova on GOP FISA memo: ""It's a disgraceful period in the history of the [DOJ] and the FBI and James Comey a… https://t.co/FD6w8O3vD4"
334,-0.3182,Sat Feb 03 01:06:30 +0000 2018,17094740,0.157,0.742,0.1,Fox News,"A distraught father apologized for charging at Larry Nassar in court Friday. He ended with these parting words: ""I… https://t.co/DabEQcKLGd"
335,0.0,Sat Feb 03 01:00:33 +0000 2018,17094740,0.0,1.0,0.0,Fox News,.@DevinNunes tells Fox News memo was released out of public obligation https://t.co/EL4KYalEfa https://t.co/Ogz9AZeAie
336,0.0,Sat Feb 03 00:59:00 +0000 2018,17094740,0.0,1.0,0.0,Fox News,.@RepDeSantis: 'We Still Don't Have Evidence of Any Trump-Russia Campaign Collusion' https://t.co/rch7gtVSLD
337,-0.2732,Sat Feb 03 00:51:00 +0000 2018,17094740,0.204,0.659,0.138,Fox News,Pentagon announces plan to expand nuclear arsenal in face of Russian threat https://t.co/Fx6Y7YWnl3
338,0.1027,Sat Feb 03 00:38:34 +0000 2018,17094740,0.183,0.611,0.206,Fox News,Video of Tom Brady kissing son on the lips sparks internet outcry https://t.co/QDgBtmxDzY
339,-0.4404,Sat Feb 03 00:30:03 +0000 2018,17094740,0.224,0.675,0.101,Fox News,".@jasoninthehouse: ""It's shocking how willingly &amp; easily the senior leadership of the @FBI was manipulated, &amp; to ha… https://t.co/GTF95RoSLI"
340,-0.2584,Sat Feb 03 00:21:32 +0000 2018,17094741,0.12,0.88,0.0,Fox News,".@RepPeteKing: ""The American public should realize: this isn't giving somebody a traffic ticket. Going into a FISA… https://t.co/3obpQ0gG7T"
341,-0.2716,Sat Feb 03 00:18:08 +0000 2018,17094741,0.15,0.749,0.101,Fox News,".@RepPeteKing: ""I was one of those people who, over the years, supported Jim Comey. I am really disappointed. That… https://t.co/O8gHRsm5k8"
342,-0.5267,Sat Feb 03 00:15:11 +0000 2018,17094741,0.23,0.675,0.095,Fox News,".@mschlapp on Dem contradictions over FISA memo: ""Is it gonna destroy our national security if this document is rel… https://t.co/PkD2K7hWmN"
343,0.25,Fri Feb 02 23:56:27 +0000 2018,17094741,0.0,0.913,0.087,Fox News,".@ByronYork on GOP FISA memo: ""The release of this memo has created a lot of momentum for the release of more stuff… https://t.co/EwMF6M8eBM"
344,0.0,Fri Feb 02 23:51:24 +0000 2018,17094741,0.0,1.0,0.0,Fox News,".@SusanPage on GOP FISA memo: ""[@POTUS'] tweet this morning, the president's comments... indicate that he would lik… https://t.co/rsUAq5cRWV"
345,0.0,Fri Feb 02 23:35:43 +0000 2018,17094741,0.0,1.0,0.0,Fox News,".@DevinNunes on @Comey tweets: ""I think the American people understand that the FBI should not go to secret courts… https://t.co/xmNYn1Khfh"
346,0.0,Fri Feb 02 23:30:47 +0000 2018,17094741,0.0,1.0,0.0,Fox News,".@DevinNunes on GOP FISA memo: ""This is not trying to go after some terrorist... the FBI opened a counterintelligen… https://t.co/yvWSZjMYcN"
347,-0.2732,Fri Feb 02 23:26:43 +0000 2018,17094741,0.128,0.793,0.079,Fox News,".@DevinNunes on the Democrats' FISA memo: ""I get tired of playing whack-a-mole every day with the Democrats on this… https://t.co/Qi8AuyTMVO"
348,0.0,Fri Feb 02 23:19:09 +0000 2018,17094741,0.0,1.0,0.0,Fox News,".@DevinNunes on GOP FISA memo: ""The only area that I am familiar with that we left out would be the history of Cart… https://t.co/Hh2X73T8oE"
349,-0.6441,Fri Feb 02 23:12:20 +0000 2018,17094741,0.186,0.814,0.0,Fox News,".@DevinNunes on GOP FISA memo: ""I didn't want to have to do this but the sad part is is that I have an obligation t… https://t.co/7E7cqIfFxg"
350,0.8807,Fri Feb 02 23:05:49 +0000 2018,17094741,0.0,0.469,0.531,Fox News,Medal of Honor Recipients to Participate in Super Bowl Coin Toss https://t.co/nYKMjgHMEI
351,-0.818,Fri Feb 02 22:51:02 +0000 2018,17094741,0.317,0.627,0.055,Fox News,The father of three Larry Nassar sex assault victims won't be charged after he lunged at the disgraced doctor in a… https://t.co/4A86eKVqSg
352,0.0,Fri Feb 02 22:50:41 +0000 2018,17094741,0.0,1.0,0.0,Fox News,Herschel Walker: Players Received 'Hush Money' From NFL to Stand for Anthem https://t.co/nxRgTzbXh7
353,-0.6486,Fri Feb 02 22:43:05 +0000 2018,17094741,0.193,0.807,0.0,Fox News,"BREAKING: Jon Huntsman Sr., billionaire philanthropist and father of the ambassador to Russia, Jon Jr., is dead at… https://t.co/qtULnUAJHU"
354,0.0,Fri Feb 02 22:41:25 +0000 2018,17094741,0.0,1.0,0.0,Fox News,What does this hippo know that we don't? Fiona the Hippo registered her @SuperBowl pick at the @CincinnatiZoo on Th… https://t.co/GQBYsZRHhF
355,0.5106,Fri Feb 02 22:39:11 +0000 2018,17094741,0.0,0.798,0.202,Fox News,".@TheJuanWilliams on emotional support peacock woman reportedly tried to bring on flight: ""I don't get this. But it… https://t.co/LqxJAE6Ez5"
356,0.0,Fri Feb 02 22:30:03 +0000 2018,17094741,0.0,1.0,0.0,Fox News,TUNE IN: Rep. Devin Nunes speaks exclusively to @BretBaier tonight at 6p ET on Fox News Channel's #SpecialReport.… https://t.co/OYKmK24X1h
357,0.0,Fri Feb 02 22:22:30 +0000 2018,17094741,0.0,1.0,0.0,Fox News,What is Nunes' FISA memo? 6 things to know about the secret document https://t.co/cc5RkmAUNa
358,-0.3818,Fri Feb 02 22:16:00 +0000 2018,17094741,0.224,0.776,0.0,Fox News,"Flu hospitalizations are 'the highest we've seen,' CDC says https://t.co/gDOtrNj1Qh"
359,0.0772,Fri Feb 02 22:10:05 +0000 2018,17094741,0.0,0.874,0.126,Fox News,Winter Olympic athletes to receive record number of condoms https://t.co/dc1jtJ3iTi
360,-0.3182,Fri Feb 02 22:03:01 +0000 2018,17094741,0.204,0.796,0.0,Fox News,"Russia building a 'doomsday' torpedo, leaked Pentagon report draft says https://t.co/HhRMtEfLBT"
361,-0.1832,Fri Feb 02 22:02:02 +0000 2018,17094741,0.198,0.676,0.126,Fox News,"Warner Wolf on NFL protests: ""If I'm a serviceman, especially an active duty, and I see [NFL players] disrespect th… https://t.co/jJGCfIcUxi"
362,0.0,Fri Feb 02 21:51:59 +0000 2018,17094741,0.0,1.0,0.0,Fox News,Nunes' FISA memo sparks reactions from politicians https://t.co/9EkWpD87X4
363,-0.6361,Fri Feb 02 21:47:44 +0000 2018,17094741,0.256,0.744,0.0,Fox News,"Tom Dupree on GOP FISA memo: ""The memo makes a very serious charge, make no mistake about that. It essentially accu… https://t.co/oHqjlWC5E8"
364,0.8807,Fri Feb 02 21:39:50 +0000 2018,17094741,0.0,0.469,0.531,Fox News,Medal of Honor Recipients to Participate in Super Bowl Coin Toss https://t.co/bVrjyujYFA
365,0.4391,Fri Feb 02 21:35:30 +0000 2018,17094741,0.0,0.879,0.121,Fox News,"Bre Payton on GOP FISA memo: ""It's very clear that the FBI was aware that [Christopher Steele] was an unreliable so… https://t.co/fxQm13tI5I"
366,0.0,Fri Feb 02 21:24:05 +0000 2018,17094741,0.0,1.0,0.0,Fox News,.@AlanDersh: The Nunes FISA memo deserves more investigation. Time for a nonpartisan commission https://t.co/PqKPq9QB9H
367,-0.0772,Fri Feb 02 21:22:17 +0000 2018,17094741,0.064,0.936,0.0,Fox News,".@DianeBlackTN on FISA memo: ""This is serious stuff when the government is allowed to go and investigate American c… https://t.co/5p6ktnLr3s"
368,0.0,Fri Feb 02 21:18:17 +0000 2018,17094741,0.0,1.0,0.0,Fox News,"RT @FoxBusiness: #BreakingNews: Dow sees steepest selloff since Brexit on June 24, 2016 https://t.co/jGJpsvx3cb https://t.co/92Wq4bQKr0"
369,-0.2287,Fri Feb 02 21:15:40 +0000 2018,17094741,0.205,0.669,0.125,Fox News,"Brian Brenberg on rising interest rates: ""Wall Street's throwing a tantrum here because they don't like the fact th… https://t.co/QJv882DrSt"
370,0.4019,Fri Feb 02 21:00:02 +0000 2018,17094741,0.0,0.87,0.13,Fox News,"TONIGHT on ""Special Report,"" @DevinNunes speaks exclusively to @BretBaier  - Tune in at 6p ET on Fox News Channel. https://t.co/jB06HKnAz5"
371,0.0,Fri Feb 02 20:59:04 +0000 2018,17094741,0.0,1.0,0.0,Fox News,Dow drops more than 600 points; @GerriWillisFBN discusses with @ShepNewsTeam. https://t.co/JtMGUw2LTW
372,0.1027,Fri Feb 02 20:49:16 +0000 2018,17094741,0.085,0.813,0.102,Fox News,".@ShepNewsTeam: ""The Dow is off 645 points, 2.48%. That is the largest day drop, if it closes like this, since Brex… https://t.co/tu5ie2elj2"
373,0.0,Fri Feb 02 20:46:34 +0000 2018,17094741,0.0,1.0,0.0,Fox News,Attorneys for former Trump campaign adviser Rick Gates asks to withdraw from case. https://t.co/6vlktACwcJ
374,0.0,Fri Feb 02 20:40:40 +0000 2018,17094741,0.0,1.0,0.0,Fox News,".@NancyPelosi, prior to #memo's release: ""It's a bogus memo. It's not based on fact."" https://t.co/tdXiIGDNNv https://t.co/Fo1ioubuNx"
375,0.0,Fri Feb 02 20:36:54 +0000 2018,17094741,0.0,1.0,0.0,Fox News,James @Comey slams FISA memo as 'dishonest' and 'misleading' - @via @brookefoxnews https://t.co/SleE87LWtR https://t.co/P7CPFqrGhW
376,-0.296,Fri Feb 02 20:34:56 +0000 2018,17094741,0.109,0.891,0.0,Fox News,".@TomFitton: ""There's no Mueller investigation without the dossier paid for by Clinton and @DNC funds - so the whol… https://t.co/0lDKcBxpXF"
377,0.3724,Fri Feb 02 20:27:45 +0000 2018,17094741,0.0,0.887,0.113,Fox News,"Chris Wallace on FISA memo: ""I wouldn't say it's worse than Watergate, as some people have said, and I wouldn't say… https://t.co/AfoHM43Mpt"
378,0.0,Fri Feb 02 20:27:19 +0000 2018,17094741,0.0,1.0,0.0,Fox News,"James Comey slams FISA memo as 'dishonest' and 'misleading' - via @brookefoxnews
https://t.co/OaO9AL9IBg"
379,0.4767,Fri Feb 02 20:14:08 +0000 2018,17094741,0.0,0.846,0.154,Fox News,"RT @FoxNewsResearch: Typical FISA Request
•Ranges 30-100 pages
•Overview of the evidence
•Legal memorandum from career intelligence lawyer…"
380,-0.128,Fri Feb 02 20:08:57 +0000 2018,17094741,0.229,0.573,0.197,Fox News,READ THE MEMO: House Intelligence Committee report on FISA abuses https://t.co/cXWV4CkoNU
