,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
156,nouadhibou,mr,"{'lon': -17.034651, 'lat': 20.930981}",2377457,20.93,-17.03,1517040120,59.0,62,32,31.09,1517065200,72.94,47,8,11.43,1517043600,1517464800,62.8985,73.05,1.7,15.37225
157,sitka,us,"{'lon': -135.330002, 'lat': 57.053059}",5557293,57.05,-135.33,1517039760,31.71,100,90,5.08,1517043600,31.97,100,48,5.08,1517043600,1517464800,27.808,100.0,42.4,11.41675
158,ahipara,nz,"{'lon': 173.166672, 'lat': -35.166672}",2194098,-35.17,173.17,1517042268,69.54,90,0,7.87,1517097600,75.86,76,80,11.77,1517043600,1517464800,71.92275,82.775,31.3,17.439
159,pangody,ru,"{'lon': 74.485931, 'lat': 65.850021}",1495626,65.85,74.49,1517042268,15.63,85,80,20.18,1517076000,20.37,88,76,19.3,1517043600,1517464800,8.254000000000001,78.875,43.9,12.84275
160,kousseri,cm,"{'lon': 15.03063, 'lat': 12.07689}",2229798,12.08,15.03,1517040000,66.2,25,0,17.22,1517065200,88.66,31,0,9.31,1517043600,1517464800,70.51599999999999,34.675,0.0,11.354
161,thinadhoo,mv,"{'lon': 72.933327, 'lat': 0.5333300000000001}",1337610,0.53,72.93,1517042270,82.91,100,44,6.76,1517065200,83.5,100,12,10.2,1517043600,1517464800,82.2235,99.9,36.6,10.70625
162,shache,cn,"{'lon': 77.240562, 'lat': 38.416672}",1280037,38.42,77.24,1517042128,25.76,57,80,7.54,1517043600,27.23,57,80,7.54,1517043600,1517464800,14.386500000000002,72.15,60.5,4.4325
163,sakakah,sa,"{'lon': 40.1043057, 'lat': 29.87800309999999}",0,29.88,40.1,1517040000,48.2,57,75,9.17,1517054400,59.85,40,0,13.22,1517043600,1517464800,42.9255,59.8,6.1,5.166250000000001
164,pouebo,nc,"{'lon': 164.566666, 'lat': -20.4}",2138607,-20.4,164.57,1517042271,78.45,87,88,8.66,1517043600,78.45,87,88,8.66,1517043600,1517464800,76.75175,97.2,89.9,15.3355
165,butaritari,ki,"{'lon': 172.797394, 'lat': 3.1616}",7521588,3.16,172.8,1517042272,82.82,99,56,15.82,1517054400,83.01,98,56,15.46,1517043600,1517464800,82.11675,99.65,59.8,15.66
167,ballina,au,"{'lon': 153.485687, 'lat': -28.85273}",7839686,-28.85,153.49,1517042273,78.63,95,88,10.45,1517043600,78.63,95,88,10.45,1517043600,1517464800,74.6905,99.175,74.0,12.12825
169,pacific grove,us,"{'lon': -121.916618, 'lat': 36.617741}",5380437,36.62,-121.92,1517039700,42.33,87,1,5.82,1517097600,57.05,75,0,5.06,1517043600,1517464800,51.246,87.0,22.1,4.752249999999999
170,kaitangata,nz,"{'lon': 169.8470967, 'lat': -46.28334}",0,-46.28,169.85,1517042274,66.84,95,80,2.73,1517108400,71.9,80,92,4.63,1517043600,1517464800,70.04375,74.0,49.6,7.07675
171,hilo,us,"{'lon': -155.089996, 'lat': 19.729719}",5855927,19.73,-155.09,1517039760,62.49,83,40,3.36,1517043600,74.4,100,20,13.8,1517043600,1517464800,71.98525,99.95,68.1,8.305000000000001
172,yenagoa,ng,"{'lon': 6.26417, 'lat': 4.92472}",2318123,4.92,6.26,1517042275,84.66,71,0,2.73,1517043600,93.22,71,0,2.73,1517043600,1517464800,80.515,71.775,9.9,5.624
173,saint-philippe,re,"{'lon': 55.76667, 'lat': -21.35}",6690301,-21.35,55.77,1517040000,86.0,66,20,6.93,1517043600,85.08,100,64,10.45,1517043600,1517464800,80.83574999999999,100.0,39.0,9.685500000000001
175,san quintin,mx,"{'lon': -115.949997, 'lat': 30.48333}",3984997,30.48,-115.95,1517042277,36.78,93,0,2.17,1517086800,67.76,30,0,3.8,1517043600,1517464800,55.65325,53.025,10.9,3.218
176,umzimvubu,za,"{'lon': 28.9528645, 'lat': -30.7781755}",0,-30.78,28.95,1517042277,70.31,79,12,2.17,1517043600,75.2,79,12,2.17,1517043600,1517464800,59.73375,87.4,61.0,2.75875
177,gold coast,au,"{'lon': 153.36055, 'lat': -27.97851}",7839581,-27.98,153.36,1517040000,80.6,69,40,11.41,1517043600,79.34,93,92,11.34,1517043600,1517464800,75.09125,98.275,72.2,12.849
179,dunedin,nz,"{'lon': 170.503616, 'lat': -45.874161}",2191562,-45.87,170.5,1517042279,63.42,92,32,2.39,1517097600,70.64,93,48,2.89,1517043600,1517464800,67.8595,81.85,34.9,5.401249999999999
180,leningradskiy,ru,"{'lon': 178.416672, 'lat': 69.383331}",2123814,69.38,178.42,1517042279,4.29,90,0,16.37,1517108400,20.38,75,0,13.42,1517043600,1517464800,11.653749999999999,79.275,12.8,7.2995
181,asau,tv,"{'lon': 178.6807179, 'lat': -7.488197}",0,-7.49,178.68,1517042280,84.75,100,80,15.03,1517043600,84.99,100,80,15.03,1517043600,1517464800,83.56525,100.0,62.4,13.248249999999999
182,puerto ayora,ec,"{'lon': -90.351761, 'lat': -0.73931}",3652764,-0.74,-90.35,1517042281,74.27,100,88,8.99,1517086800,78.83,90,0,10.85,1517043600,1517464800,76.68924999999999,95.925,48.5,8.26625
183,emerald,au,"{'lon': 145.433334, 'lat': -37.933331}",2167425,-37.93,145.43,1517040000,87.8,55,32,11.41,1517119200,92.54,48,0,4.41,1517043600,1517464800,68.49849999999999,79.425,48.9,5.9399999999999995
185,carnarvon,au,"{'lon': 113.633331, 'lat': -24.866671}",2074865,-24.87,113.63,1517042282,82.01,82,0,24.32,1517119200,83.0,76,0,25.26,1517043600,1517464800,83.91,75.0,0.9,19.345
186,maragogi,br,"{'lon': -35.2225, 'lat': -9.01222}",3395458,-9.01,-35.22,1517042333,75.84,94,92,4.85,1517065200,85.39,77,48,9.98,1517043600,1517464800,78.5855,90.025,52.6,7.35625
187,upernavik,gl,"{'lon': -56.15485, 'lat': 72.786842}",3418910,72.79,-56.15,1517042334,-4.4,100,12,5.08,1517130000,-2.78,100,36,7.63,1517043600,1517464800,-1.436,100.0,33.9,9.0335
188,hanna,ca,"{'lon': -111.90181, 'lat': 51.63343}",5970234,51.63,-111.9,1517042335,4.34,81,68,9.78,1517086800,8.18,95,48,7.56,1517043600,1517464800,7.465000000000001,81.375,62.9,8.914750000000002
189,yelizovo,ru,"{'lon': 158.380493, 'lat': 53.187302}",2119538,53.19,158.38,1517040000,28.4,92,75,6.71,1517065200,29.43,92,88,3.94,1517043600,1517464800,24.15625,90.325,80.4,2.158
190,houma,us,"{'lon': -90.719528, 'lat': 29.59577}",4328010,29.6,-90.72,1517040900,61.29,93,75,5.82,1517086800,62.54,90,92,10.8,1517043600,1517464800,54.4815,94.475,26.8,11.836749999999999
191,ocos,gt,"{'lon': -92.193329, 'lat': 14.50944}",3592086,14.51,-92.19,1517042337,79.8,100,0,4.07,1517086800,81.75,99,0,8.05,1517043600,1517464800,81.45750000000001,98.75,17.0,5.541500000000001
192,grand gaube,mu,"{'lon': 57.660831, 'lat': -20.00639}",934479,-20.01,57.66,1517040000,86.0,70,75,12.75,1517043600,85.41,100,32,12.35,1517043600,1517464800,80.90425,100.0,40.3,11.731
193,cabo san lucas,mx,"{'lon': -109.912376, 'lat': 22.890881}",3985710,22.89,-109.91,1517042138,71.43,100,0,8.99,1517086800,75.5,93,0,4.09,1517043600,1517464800,73.20225,98.025,26.2,5.22025
194,santa eulalia del rio,es,"{'lon': 1.5351065, 'lat': 38.9852809}",0,38.99,1.54,1517040000,50.0,76,75,6.93,1517130000,59.41,98,64,23.85,1517043600,1517464800,57.37249999999999,99.7,32.0,13.954500000000001
195,attawapiskat,ca,"{'lon': -82.42889219999999, 'lat': 52.9258846}",0,52.93,-82.43,1517042339,19.68,88,92,3.74,1517043600,19.85,88,92,3.74,1517043600,1517464800,-1.9469999999999998,73.1,57.4,8.92975
196,lorengau,pg,"{'lon': 147.271194, 'lat': -2.02259}",2092164,-2.02,147.27,1517042340,81.96,100,56,15.26,1517108400,86.35,93,56,18.84,1517043600,1517464800,83.325,99.125,71.0,12.1755
197,bandarbeyla,so,"{'lon': 50.812199, 'lat': 9.4942}",64814,9.49,50.81,1517042340,73.32,100,76,16.26,1517054400,74.73,100,20,16.69,1517043600,1517464800,74.11600000000001,100.0,42.4,18.079
198,castro,cl,"{'lon': -73.773193, 'lat': -42.472099}",3896218,-42.47,-73.77,1517042341,51.63,100,92,3.74,1517086800,60.38,77,8,7.27,1517043600,1517464800,54.82275,86.625,36.4,5.2385
199,samusu,ws,"{'lon': -171.4299586, 'lat': -14.0056774}",0,-14.01,-171.43,1517036400,77.0,94,90,6.93,1517043600,82.19,100,56,13.91,1517043600,1517464800,81.401,100.0,47.4,9.50475
200,coffs harbour,au,"{'lon': 153.133331, 'lat': -30.299999}",2171085,-30.3,153.13,1517038200,82.4,74,88,12.75,1517043600,78.94,90,88,6.87,1517043600,1517464800,71.911,96.425,77.2,6.5367500000000005
202,minab,ir,"{'lon': 57.080101, 'lat': 27.1467}",123941,27.15,57.08,1517042343,74.58,76,8,4.18,1517043600,77.59,76,8,4.18,1517043600,1517464800,62.36749999999999,67.775,24.2,8.030750000000001
203,torbay,ca,"{'lon': -52.73135, 'lat': 47.666592}",6167817,47.67,-52.73,1517040000,22.14,73,90,10.29,1517130000,28.77,100,92,19.6,1517043600,1517464800,30.288249999999998,92.925,76.5,17.73
204,beloha,mg,"{'lon': 45.049999, 'lat': -25.16667}",1067565,-25.17,45.05,1517042344,93.39,40,0,5.75,1517054400,103.95,33,0,7.07,1517043600,1517464800,80.52225000000001,73.75,31.2,8.621
205,saint-francois,gp,"{'lon': -61.274139, 'lat': 16.25264}",3578441,16.25,-61.27,1517040000,69.8,94,20,2.24,1517065200,79.74,96,92,21.61,1517043600,1517464800,77.57125,99.275,65.5,20.62225
206,praia da vitoria,pt,"{'lon': -27.066669, 'lat': 38.73333}",3372760,38.73,-27.07,1517040000,57.2,87,75,18.16,1517086800,63.26,100,92,20.42,1517043600,1517464800,61.162,100.0,74.1,14.247500000000002
207,dekar,bw,"{'lon': 21.933331, 'lat': -21.533331}",933815,-21.53,21.93,1517042346,82.82,74,8,10.89,1517054400,93.31,59,24,9.19,1517043600,1517464800,74.1905,79.25,49.1,6.64725
208,reefton,nz,"{'lon': 171.8625025, 'lat': -42.1145664}",0,-42.11,171.86,1517042347,69.45,81,0,2.62,1517108400,81.53,55,8,2.39,1517043600,1517464800,69.45174999999999,80.575,20.5,4.23175
209,zhuhai,cn,"{'lon': 113.56778, 'lat': 22.276939}",1790437,22.28,113.57,1517041800,62.01,67,40,10.29,1517043600,63.79,87,92,12.8,1517043600,1517464800,50.9815,99.375,91.2,16.71925
210,cayenne,gf,"{'lon': -52.334999, 'lat': 4.9386}",6690689,4.94,-52.34,1517040000,77.0,88,88,3.36,1517076000,81.26,81,56,9.13,1517043600,1517464800,78.524,87.05,80.8,7.911
212,kupang,id,"{'lon': 123.583328, 'lat': -10.16667}",2057087,-10.17,123.58,1517040000,84.2,79,90,14.99,1517054400,81.37,100,92,16.35,1517043600,1517464800,80.5955,95.4,63.7,20.3085
213,dudinka,ru,"{'lon': 86.17778, 'lat': 69.40583}",1507116,69.41,86.18,1517042173,0.15,86,80,24.54,1517130000,16.44,81,92,12.55,1517043600,1517464800,9.4225,83.5,77.4,16.7155
214,barentsburg,sj,"{'lon': 14.2334597, 'lat': 78.0648475}",0,78.06,14.23,1517039400,12.2,66,20,12.75,1517065200,21.67,77,80,6.73,1517043600,1517464800,-5.0322499999999994,82.575,38.9,4.26725
215,khatanga,ru,"{'lon': 102.5, 'lat': 71.966667}",2022572,71.97,102.5,1517042350,0.51,85,68,8.99,1517043600,0.75,85,68,8.99,1517043600,1517464800,-5.3085,71.25,62.9,5.733750000000001
216,bloomfield,us,"{'lon': -74.185417, 'lat': 40.80677}",5095779,40.81,-74.19,1517040900,27.43,100,1,4.74,1517119200,51.59,78,92,9.33,1517043600,1517464800,35.15125,79.275,54.4,5.431749999999999
224,thompson,ca,"{'lon': -97.855789, 'lat': 55.7435}",6165406,55.74,-97.86,1517040000,-5.81,83,90,10.29,1517043600,-7.37,62,48,9.1,1517043600,1517464800,-13.158999999999997,63.25,41.4,6.7379999999999995
225,dauphin,ca,"{'lon': -100.050232, 'lat': 51.14941}",5935341,51.15,-100.05,1517040000,10.4,85,90,10.29,1517043600,9.78,79,80,6.42,1517043600,1517464800,1.1462499999999995,68.975,47.7,6.1195
226,bengkulu,id,"{'lon': 102.265541, 'lat': -3.80044}",1649150,-3.8,102.27,1517042404,84.12,89,8,12.24,1517043600,84.12,89,8,12.24,1517043600,1517464800,80.54275,98.5,26.6,6.230499999999999
227,bay roberts,ca,"{'lon': -53.264778, 'lat': 47.599892}",5895424,47.6,-53.26,1517040000,22.06,73,90,13.87,1517130000,29.08,88,92,15.79,1517043600,1517464800,29.58175,93.95,77.3,14.9085
228,moerai,pf,"{'lon': -151.333328, 'lat': -22.433331}",4034188,-22.43,-151.33,1517042405,78.27,100,88,2.28,1517130000,79.57,100,0,6.85,1517043600,1517464800,78.34575000000001,99.575,57.9,7.738499999999999
229,hofn,is,"{'lon': -15.2082, 'lat': 64.253868}",2630299,64.25,-15.21,1517042406,39.57,100,92,11.23,1517076000,39.64,99,88,5.99,1517043600,1517464800,34.3975,99.85,26.2,12.3935
230,ostrovnoy,ru,"{'lon': 39.513062, 'lat': 68.053062}",556268,68.05,39.51,1517042407,17.88,90,0,13.13,1517043600,17.88,90,0,13.13,1517043600,1517464800,1.76725,75.175,33.4,5.3
231,ribeira grande,pt,"{'lon': -25.468349, 'lat': 37.804588}",8010689,37.8,-25.47,1517041800,59.0,67,75,12.75,1517065200,62.28,99,56,15.23,1517043600,1517464800,60.71724999999999,99.975,65.0,13.916750000000002
233,peniche,pt,"{'lon': -9.36869, 'lat': 39.36166}",8010554,39.36,-9.37,1517041800,41.34,70,20,13.87,1517097600,56.15,100,8,22.17,1517043600,1517464800,56.3135,96.9,7.7,16.4555
235,camacha,pt,"{'lon': -16.33333, 'lat': 33.083328}",2270385,33.08,-16.33,1517041800,59.0,54,40,13.87,1517130000,63.19,100,80,27.31,1517043600,1517464800,62.185,100.0,64.9,26.848000000000003
237,dzhusaly,kz,"{'lon': 58.2691484, 'lat': 50.6602258}",0,50.66,58.27,1517040000,-11.21,57,0,4.47,1517130000,3.7,81,0,4.61,1517043600,1517464800,-6.738999999999999,57.925,18.1,7.5200000000000005
238,ixtapa,mx,"{'lon': -105.199997, 'lat': 20.700001}",4004293,20.7,-105.2,1517039220,66.2,100,5,5.82,1517086800,83.19,39,0,2.68,1517043600,1517464800,69.30425,56.7,41.0,2.77275
241,tulum,mx,"{'lon': -87.466667, 'lat': 20.216669}",3515040,20.22,-87.47,1517039100,73.4,94,75,5.82,1517086800,78.15,72,88,5.77,1517043600,1517464800,73.26624999999999,77.275,61.0,4.785
242,salalah,om,"{'lon': 54.092369, 'lat': 17.015051}",286621,17.02,54.09,1517039400,75.2,57,0,10.29,1517043600,75.74,91,0,7.09,1517043600,1517464800,70.736,97.075,0.0,9.726500000000001
243,codrington,ag,"{'lon': -61.8204456, 'lat': 17.6425736}",0,17.64,-61.82,1517040000,77.0,73,20,12.75,1517108400,79.06,100,88,27.11,1517043600,1517464800,77.7265,99.975,58.7,21.6465
244,portland,au,"{'lon': 141.600006, 'lat': -38.333328}",2152667,-38.33,141.6,1517042264,70.98,90,0,7.09,1517119200,81.06,66,0,4.29,1517043600,1517464800,65.45275000000001,95.475,60.1,12.580250000000001
246,cockburn town,bs,"{'lon': -74.51667, 'lat': 24.033331}",3572627,24.03,-74.52,1517042413,74.13,100,24,32.37,1517108400,76.18,98,44,29.8,1517043600,1517464800,75.2635,97.25,43.7,21.964
247,kavieng,pg,"{'lon': 150.796692, 'lat': -2.57444}",2094342,-2.57,150.8,1517042413,85.16,100,76,16.82,1517054400,86.07,99,80,19.26,1517043600,1517464800,82.23825,99.925,75.8,11.17
248,bayir,jo,"{'lon': 36.6793491, 'lat': 30.7617321}",0,30.76,36.68,1517042414,48.03,93,0,11.23,1517043600,54.0,93,0,11.23,1517043600,1517464800,39.669,86.8,20.9,4.5605
249,san francisco,ar,"{'lon': -62.082661, 'lat': -31.427971}",3837675,-31.43,-62.08,1517042415,76.34,78,0,6.76,1517086800,87.65,65,24,4.76,1517043600,1517464800,78.15799999999999,57.0,19.7,8.134
250,oktyabrskiy,ru,"{'lon': 53.471030999999996, 'lat': 54.481468}",515879,54.48,53.47,1517042352,2.27,79,0,14.47,1517043600,5.83,79,0,14.47,1517043600,1517464800,3.5424999999999995,74.075,28.3,15.080000000000002
253,sentyabrskiy,ru,"{'lon': 72.19638909999999, 'lat': 60.493056}",0,60.49,72.2,1517042416,10.32,75,80,12.24,1517130000,17.79,83,80,8.08,1517043600,1517464800,12.01275,73.9,60.2,8.83525
254,great falls,us,"{'lon': -111.300812, 'lat': 47.50024}",5655240,47.5,-111.3,1517039880,28.4,63,20,10.29,1517130000,32.68,57,64,10.76,1517043600,1517464800,29.3265,61.225,53.3,10.6425
257,cidreira,br,"{'lon': -50.205559, 'lat': -30.18111}",3466165,-30.18,-50.21,1517042417,68.24,80,32,11.79,1517076000,79.96,68,8,18.75,1517043600,1517464800,73.04375,87.275,54.6,10.57575
258,sioux lookout,ca,"{'lon': -91.916969, 'lat': 50.100071}",6148373,50.1,-91.92,1517040180,23.76,85,90,10.29,1517043600,24.54,86,80,7.2,1517043600,1517464800,2.04175,64.975,52.1,6.979499999999999
259,mys shmidta,ru,"{'lon': -179.4311219, 'lat': 68.884224}",0,68.88,-179.43,1517042418,-0.48,90,8,17.27,1517119200,16.08,59,0,9.33,1517043600,1517464800,9.3125,68.6,7.8,5.6155
260,san pedro,bz,"{'lon': -87.965897, 'lat': 17.915979}",3581164,17.92,-87.97,1517042419,73.05,100,92,10.22,1517086800,76.35,95,32,9.62,1517043600,1517464800,74.10799999999999,95.0,81.1,10.876750000000001
261,kincardine,ca,"{'lon': -81.633072, 'lat': 44.183392}",5992144,44.18,-81.63,1517042419,39.12,75,68,26.55,1517076000,39.82,77,92,26.57,1517043600,1517464800,23.29875,93.175,47.8,17.20275
262,vestmannaeyjar,is,"{'lon': -20.27339, 'lat': 63.44273}",3412093,63.44,-20.27,1517042420,37.14,100,80,6.53,1517086800,39.23,100,56,10.13,1517043600,1517464800,34.0215,99.1,52.4,10.787749999999999
263,avera,pf,"{'lon': -94.83355019999999, 'lat': 43.4100689}",0,43.41,-94.83,1517040900,27.27,74,1,10.29,1517086800,32.79,97,0,10.36,1517043600,1517464800,13.633750000000001,84.7,25.4,9.857249999999999
264,port macquarie,au,"{'lon': 152.916672, 'lat': -31.433331}",2152659,-31.43,152.92,1517040000,80.6,69,92,20.8,1517043600,78.18,83,92,8.88,1517043600,1517464800,72.89825,95.425,71.7,7.766749999999999
265,aklavik,ca,"{'lon': -135.010712, 'lat': 68.219131}",5882953,68.22,-135.01,1517040000,-9.41,76,90,3.18,1517043600,-6.2,75,76,3.18,1517043600,1517464800,-7.375249999999999,68.15,51.6,11.3385
266,talnakh,ru,"{'lon': 88.397202, 'lat': 69.486504}",1490256,69.49,88.4,1517042474,-1.83,81,64,22.86,1517130000,8.7,85,76,13.56,1517043600,1517464800,6.877249999999999,83.85,74.1,15.505500000000001
267,marfino,ru,"{'lon': 37.382221, 'lat': 55.702778}",529368,55.7,37.38,1517040000,21.65,85,40,6.71,1517043600,23.86,91,92,15.26,1517043600,1517464800,18.45775,86.325,78.8,11.5465
269,lebu,cl,"{'lon': -73.650002, 'lat': -37.616669}",3883457,-37.62,-73.65,1517042475,54.78,98,0,2.39,1517076000,58.0,89,0,17.63,1517043600,1517464800,56.50025000000001,90.1,8.6,19.97775
270,sao joao da barra,br,"{'lon': -41.051109, 'lat': -21.64028}",3448903,-21.64,-41.05,1517040900,73.4,94,0,8.66,1517065200,77.67,100,0,7.96,1517043600,1517464800,76.77625,99.275,52.6,8.4185
271,mikhaylovka,kz,"{'lon': 76.55165459999999, 'lat': 53.8263706}",0,53.83,76.55,1517042476,-10.02,72,0,4.18,1517130000,-0.67,80,76,13.0,1517043600,1517464800,-5.626500000000001,69.8,33.5,8.797500000000001
272,catalina,ca,"{'lon': -53.081348, 'lat': 48.51659}",5918243,48.52,-53.08,1517042477,21.03,100,12,22.3,1517130000,31.42,97,88,28.54,1517043600,1517464800,28.941499999999998,94.65,72.4,21.39425
273,iznoski,ru,"{'lon': 35.310829, 'lat': 54.98806}",554776,54.99,35.31,1517042478,22.52,91,92,14.7,1517043600,23.67,91,92,14.7,1517043600,1517464800,21.74675,87.4,81.4,11.245750000000001
274,port lincoln,au,"{'lon': 135.857483, 'lat': -34.728539}",7839452,-34.73,135.86,1517042478,85.79,49,8,10.67,1517043600,85.79,49,8,10.67,1517043600,1517464800,69.05275,85.15,62.2,17.5565
276,japura,br,"{'lon': -66.9295891, 'lat': -1.8827204}",0,-1.88,-66.93,1517042479,72.6,99,56,1.72,1517076000,84.86,78,36,3.2,1517043600,1517464800,80.06925000000001,86.9,30.2,3.08575
277,bubaque,gw,"{'lon': -15.83333, 'lat': 11.28333}",2374583,11.28,-15.83,1517040000,68.0,40,12,5.82,1517076000,82.93,78,12,4.88,1517043600,1517464800,77.87974999999999,90.625,35.4,8.495750000000001
278,hambantota,lk,"{'lon': 81.1185, 'lat': 6.1241}",1244926,6.12,81.12,1517042480,81.69,100,56,4.74,1517130000,84.34,92,12,4.38,1517043600,1517464800,80.75825,97.4,53.7,13.28025
279,warmbad,na,"{'lon': 18.73333, 'lat': -28.450001}",3352263,-28.45,18.73,1517042481,71.52,47,0,7.2,1517065200,95.88,13,0,11.65,1517043600,1517464800,78.01849999999999,31.3,7.7,7.296000000000001
280,noumea,nc,"{'lon': 166.457199, 'lat': -22.27631}",2139521,-22.28,166.46,1517041800,78.8,74,48,10.29,1517097600,82.52,79,44,6.8,1517043600,1517464800,77.90375,93.05,65.4,12.111749999999999
281,belushya guba,ru,"{'lon': 52.32027799999999, 'lat': 71.54555599999999}",0,71.55,52.32,1517042482,28.5,82,44,22.41,1517043600,29.1,82,44,22.41,1517043600,1517464800,25.620500000000003,83.875,63.4,14.723000000000003
282,jalu,ly,"{'lon': 21.4991334, 'lat': 29.040621}",0,29.04,21.5,1517042483,58.61,60,0,4.74,1517054400,73.71,58,0,4.72,1517043600,1517464800,51.005,68.7,10.9,5.07825
283,joshimath,in,"{'lon': 79.566673, 'lat': 30.566669}",1268814,30.57,79.57,1517042483,12.62,85,0,0.6,1517130000,16.21,91,0,0.92,1517043600,1517464800,4.2722500000000005,92.9,6.4,0.6345
284,cerritos,mx,"{'lon': -100.283333, 'lat': 22.433331}",4014795,22.43,-100.28,1517042484,50.64,92,80,2.84,1517086800,71.27,64,0,4.76,1517043600,1517464800,51.9225,77.875,61.0,5.542
285,vao,nc,"{'lon': 167.483337, 'lat': -22.66667}",2137773,-22.67,167.48,1517042484,79.8,100,68,9.78,1517054400,80.71,99,92,9.19,1517043600,1517464800,79.27974999999999,98.3,71.0,17.354
286,chepareria,ke,"{'lon': 35.203899, 'lat': 1.30774}",199604,1.31,35.2,1517042485,73.32,51,0,1.72,1517043600,80.37,51,0,1.72,1517043600,1517464800,60.69349999999999,61.575,3.6,1.5724999999999998
287,ruatoria,nz,"{'lon': 178.3194507, 'lat': -37.8927614}",0,-37.89,178.32,1517042486,64.19,91,0,3.96,1517108400,73.97,68,0,6.31,1517043600,1517464800,65.71600000000001,84.375,25.1,4.95875
288,mezen,ru,"{'lon': 44.240002, 'lat': 65.852219}",527321,65.85,44.24,1517042486,22.83,98,20,4.63,1517043600,22.86,98,20,4.63,1517043600,1517464800,10.264,84.975,57.8,3.604
289,deputatskiy,ru,"{'lon': 139.899994, 'lat': 69.300003}",2028164,69.3,139.9,1517042487,-36.93,0,32,2.73,1517086800,-29.0,44,48,3.47,1517043600,1517464800,-27.282,34.575,33.5,3.3297499999999998
290,bonthe,sl,"{'lon': -12.505, 'lat': 7.52639}",2409914,7.53,-12.51,1517042488,79.62,86,32,2.73,1517054400,89.11,66,48,3.71,1517043600,1517464800,82.223,78.4,19.1,3.74525
291,rio grande,br,"{'lon': -52.09861, 'lat': -32.035}",3451138,-32.03,-52.1,1517042488,71.34,90,8,18.39,1517076000,81.55,74,48,20.31,1517043600,1517464800,74.8575,89.1,49.0,14.26
292,barcelos,br,"{'lon': -62.924171, 'lat': -0.97472}",3665098,-0.97,-62.92,1517042489,76.65,91,88,2.95,1517076000,91.75,53,24,6.44,1517043600,1517464800,84.794,68.175,40.7,5.23075
293,asosa,et,"{'lon': 34.533329, 'lat': 10.06667}",343292,10.07,34.53,1517042490,81.42,32,0,6.31,1517054400,94.73,28,0,7.85,1517043600,1517464800,71.20075,34.575,0.2,5.695
294,chara,ru,"{'lon': 118.263062, 'lat': 56.906391}",2025630,56.91,118.26,1517042490,-19.56,72,44,1.39,1517043600,-19.56,72,44,1.39,1517043600,1517464800,-25.106749999999998,51.55,31.6,1.797
295,nome,us,"{'lon': -165.406387, 'lat': 64.501106}",5870133,64.5,-165.41,1517039580,-18.41,75,1,3.18,1517043600,-21.21,0,0,3.18,1517043600,1517464800,-21.65975,33.275,8.4,2.74325
296,quang ngai,vn,"{'lon': 108.800003, 'lat': 15.11667}",1568770,15.12,108.8,1517042492,70.53,100,92,2.95,1517119200,77.33,88,76,3.22,1517043600,1517464800,66.9425,95.625,77.7,3.24575
297,klaksvik,fo,"{'lon': -6.58901, 'lat': 62.226551}",2618795,62.23,-6.59,1517041200,42.8,81,92,16.11,1517043600,43.67,94,92,25.88,1517043600,1517464800,41.27,96.85,54.4,21.90775
298,namatanai,pg,"{'lon': 152.433334, 'lat': -3.66667}",2090021,-3.67,152.43,1517042544,78.32,100,92,11.45,1517097600,82.65,100,80,16.64,1517043600,1517464800,80.38699999999999,100.0,80.5,10.632249999999999
299,husavik,is,"{'lon': -17.33885, 'lat': 66.044891}",2629833,66.04,-17.34,1517040000,33.8,86,20,4.7,1517065200,29.16,100,64,4.27,1517043600,1517464800,26.77475,99.95,78.2,3.479
300,airai,pw,"{'lon': 134.5690225, 'lat': 7.396611799999999}",0,7.4,134.57,1517039640,85.12,74,75,8.05,1517043600,85.53,100,24,14.03,1517043600,1517464800,82.02275,99.925,70.4,14.75375
301,ambodifototra,mg,"{'lon': 49.85258899999999, 'lat': -16.99824}",0,-17.0,49.85,1517042546,78.41,100,92,11.79,1517043600,79.34,100,92,11.79,1517043600,1517464800,77.81075000000001,99.8,74.2,4.79175
302,esperance,au,"{'lon': 121.900002, 'lat': -33.866669}",2071860,-33.87,121.9,1517042547,73.01,76,12,13.8,1517043600,73.01,76,12,13.8,1517043600,1517464800,63.265750000000004,74.5,32.2,11.06325
303,saint anthony,ca,"{'lon': -118.1819309, 'lat': 33.7746056}",0,33.77,-118.18,1517039880,50.83,75,0,10.22,1517097600,64.97,75,0,1.88,1517043600,1517464800,61.38975000000001,85.25,11.9,5.659
304,coruripe,br,"{'lon': -36.17556, 'lat': -10.12556}",3465329,-10.13,-36.18,1517042377,80.79,95,80,13.24,1517065200,83.34,88,64,14.23,1517043600,1517464800,80.85775000000001,95.825,51.5,14.279750000000002
305,saint-georges,gf,"{'lon': -51.807382, 'lat': 3.8925718}",0,3.89,-51.81,1517042548,72.11,95,76,2.84,1517065200,77.94,89,92,3.71,1517043600,1517464800,75.19175,92.9,73.8,2.86175
306,ponta do sol,pt,"{'lon': -17.1, 'lat': 32.666672}",2264557,32.67,-17.1,1517041800,59.0,54,75,21.92,1517054400,63.7,100,48,22.28,1517043600,1517464800,62.466499999999996,100.0,48.2,24.535000000000004
