,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
720,batagay,ru,"{'lon': 134.633331, 'lat': 67.633331}",2027044,67.63,134.63,1517043321,-42.47,0,56,3.18,1517043600,-42.47,0,56,3.18,1517043600,1517464800,-41.41825,16.075,30.3,3.03075
721,mnogovershinnyy,ru,"{'lon': 139.924164, 'lat': 53.93528}",2019935,53.94,139.92,1517043321,1.86,67,88,11.23,1517043600,2.17,67,88,11.23,1517043600,1517464800,-2.01625,60.5,44.1,7.258750000000001
722,pitimbu,br,"{'lon': -34.808609, 'lat': -7.47056}",3391889,-7.47,-34.81,1517040000,77.0,78,40,4.7,1517065200,84.19,80,12,11.65,1517043600,1517464800,80.89849999999998,90.35,63.5,9.7425
723,pisco,pe,"{'lon': -76.216667, 'lat': -13.7}",3932145,-13.7,-76.22,1517040000,68.0,88,0,10.29,1517076000,77.11,68,0,5.66,1517043600,1517464800,70.66575,80.95,33.9,3.35225
724,dera bugti,pk,"{'lon': 69.150993, 'lat': 29.030689}",1180295,29.03,69.15,1517043025,66.71,83,0,4.07,1517043600,70.3,83,0,4.07,1517043600,1517464800,57.44975000000001,87.1,39.7,4.1385000000000005
725,jijiga,et,"{'lon': 42.799999, 'lat': 9.35}",333795,9.35,42.8,1517043324,73.68,38,0,10.0,1517043600,83.39,38,0,10.0,1517043600,1517464800,57.04299999999999,61.85,3.4,3.9195
726,la quinta,us,"{'lon': -116.310013, 'lat': 33.663361}",5364079,33.66,-116.31,1517039580,51.8,27,1,6.93,1517086800,58.89,29,0,2.3,1517043600,1517464800,46.5255,50.475,8.2,1.76825
727,tungkang,tw,"{'lon': 120.4536281, 'lat': 22.4654087}",0,22.47,120.45,1517040000,72.39,56,75,8.05,1517119200,74.4,94,56,5.12,1517043600,1517464800,68.29625,99.675,47.0,7.966500000000001
728,las palmas,es,"{'lon': -15.4362574, 'lat': 28.1235459}",0,28.12,-15.44,1517041800,62.6,51,75,28.86,1517054400,64.6,95,0,26.87,1517043600,1517464800,61.46900000000001,99.65,54.5,20.715
729,koslan,ru,"{'lon': 48.898911, 'lat': 63.456421}",544084,63.46,48.9,1517043326,26.57,83,88,7.99,1517043600,26.89,83,88,7.99,1517043600,1517464800,19.183999999999997,79.9,78.7,5.517
730,kautokeino,no,"{'lon': 23.04151, 'lat': 69.011513}",779327,69.01,23.04,1517043204,3.84,78,20,2.17,1517043600,3.84,78,20,2.17,1517043600,1517464800,3.9129999999999994,78.25,51.9,4.3454999999999995
732,kostino,ru,"{'lon': 53.26907, 'lat': 58.90966}",543939,58.91,53.27,1517043328,13.11,83,88,22.64,1517043600,13.93,83,88,22.64,1517043600,1517464800,10.87325,79.525,76.0,16.881999999999998
739,manta,ec,"{'lon': -80.73333, 'lat': -0.9500000000000001}",3654410,-0.95,-80.73,1517040000,77.0,83,75,3.36,1517086800,78.38,95,0,8.57,1517043600,1517464800,76.51299999999999,99.425,66.9,7.2052499999999995
740,aksarayskiy,ru,"{'lon': 48.011879, 'lat': 46.792439}",583683,46.79,48.01,1517040000,17.6,57,0,22.37,1517043600,21.33,71,24,19.73,1517043600,1517464800,21.00325,81.125,34.1,15.751749999999998
741,port moresby,pg,"{'lon': 147.179718, 'lat': -9.44314}",2088122,-9.44,147.18,1517040000,75.2,88,90,17.22,1517130000,80.25,100,92,26.87,1517043600,1517464800,81.506,95.6,85.1,17.911
742,iranshahr,ir,"{'lon': 60.684761, 'lat': 27.20245}",1160939,27.2,60.68,1517040000,77.0,11,0,6.2,1517043600,84.78,30,8,6.2,1517043600,1517464800,50.06525,52.925,15.4,5.1015
743,naral,bd,"{'lon': -96.722286, 'lat': 43.548508}",0,43.55,-96.72,1517042100,27.48,79,1,12.75,1517086800,38.06,78,0,12.3,1517043600,1517464800,18.692999999999998,75.175,26.2,10.651
744,port keats,au,"{'lon': 129.550003, 'lat': -14.25}",2063039,-14.25,129.55,1517043331,77.55,100,92,17.83,1517097600,78.42,100,92,16.91,1517043600,1517464800,77.33475,99.825,90.4,21.651249999999997
745,kodinsk,ru,"{'lon': 99.184441, 'lat': 58.688061}",1503037,58.69,99.18,1517043332,-8.27,64,64,7.43,1517119200,-0.62,55,68,9.37,1517043600,1517464800,-2.6350000000000002,64.275,56.2,6.34725
746,martin,sk,"{'lon': 18.92399, 'lat': 49.066509}",3058780,49.07,18.92,1517041800,34.75,86,75,3.36,1517054400,50.67,95,44,0.69,1517043600,1517464800,34.67,97.875,82.1,4.27025
747,pedernales,do,"{'lon': -71.744034, 'lat': 18.03838}",3495137,18.04,-71.74,1517043384,74.58,100,56,11.56,1517086800,81.57,89,0,13.87,1517043600,1517464800,76.3715,97.85,27.0,11.95325
748,fare,pf,"{'lon': -151.016663, 'lat': -16.700001}",4034496,-16.7,-151.02,1517043385,82.86,98,8,12.68,1517043600,82.86,98,8,12.68,1517043600,1517464800,81.71925,99.9,71.2,11.834
